,user_id,house,datetime
4672,6e9afd62-0755-4cf4-a956-c5d3e22b6038,,2024-04-22 17:53:11.554899
4161,6684cbfe-6431-444c-981a-2eec06d14ef4,house3,2024-04-22 17:53:59.907344
4729,6f16696b-22a0-4f3c-b2ad-f6b9e0256775,house3,2024-04-22 17:54:04.343973
597,1bedb648-5a50-4680-a09b-27240759f9a0,,2024-04-22 17:54:06.178662
6770,9af32f95-5e33-4ee7-8f46-e5399bc10479,,2024-04-22 17:54:13.236588
10640,faac7a28-16cd-48ae-833d-09ea4ae49833,house3,2024-04-22 17:55:10.969359
3640,5cd9c8db-07cf-4b5f-a590-00af8dacc4a4,,2024-04-22 17:55:13.491369
790,1dfb8ef0-6a36-4ca0-b8e8-6aa1756a00a5,house3,2024-04-22 17:55:16.126112
7702,b349e5e0-8128-432e-a8a4-03b754f07f36,,2024-04-22 17:55:39.418143
4430,6befa7f3-dd1e-4c19-8702-3214ded09b79,house3,2024-04-22 17:55:48.735189
1506,2e333d17-d22d-42c6-b7e2-57bd681b1415,,2024-04-23 08:28:36.546994
9155,d812e8d2-e25b-4135-90b8-8893b29bb4d4,house6,2024-04-23 08:28:39.505243
4100,64d93c1a-1a53-4f12-8590-58cb738cd3b1,,2024-04-23 08:28:43.048004
2533,411be707-6301-45a6-ae69-0f567f369408,house2,2024-04-23 08:29:19.950446
6338,90756b5d-7ed2-4b15-9182-6ce392c05013,house1,2024-04-23 08:30:21.118920
3243,50f9355c-6b05-4e04-8e55-fb1af6461cd2,house1,2024-04-23 08:30:25.294442
6401,90be5909-0039-4170-a115-3dba964d3c70,,2024-04-23 08:30:35.062774
2919,481bbf37-31d3-4ba1-bce1-3c478bfb86ed,house5,2024-04-23 08:31:00.677485
2654,4341cf2a-0952-459b-b895-9e25b8e230fe,,2024-04-23 08:31:02.988666
2590,422a524d-cfb0-4b28-b521-d32f9447263e,,2024-04-23 08:31:06.551008
5175,7889a31f-7351-4b4d-b872-e04e5e35b9dd,house2,2024-04-23 08:31:10.629305
8637,cdd098ee-4295-4839-b1a3-4d44840feacd,house3,2024-04-23 08:31:57.733419
4911,72f607f4-67b9-459a-9712-76fa6ca47874,,2024-04-23 08:32:00.485603
10334,f7913f48-8bed-4c54-95d8-968fc64606e3,house4,2024-04-23 08:32:02.526219
6894,9c9c9019-da1b-4dcf-afad-8596ed5c8027,house4,2024-04-23 08:32:06.237164
531,1a024edc-e397-4508-958e-7051ae278650,,2024-04-23 08:32:08.078430
9457,dda733a2-2add-44a5-b888-81943923c2c6,,2024-04-23 08:32:12.059818
5045,7593a65e-fb7f-4a7a-b523-6d13ec355668,house5,2024-04-23 08:32:15.558935
5310,797d702f-b117-4b78-9623-a52e043e30e7,house2,2024-04-23 08:32:17.238497
2197,3a90e6b3-bc9f-49a7-997f-e954943de83e,,2024-04-23 08:32:18.688616
10086,f10a183a-3ffd-4760-b446-acde1b8c0d8f,house4,2024-04-23 08:32:53.401035
3841,60fea3c0-9066-49ea-beb2-b055ab2b4ff9,,2024-04-23 08:33:30.308798
9708,e544ac1c-af6a-41b3-a16c-61ab3c1863cb,house4,2024-04-23 08:33:42.722278
9323,dc9690fd-c8d0-46a3-844d-28842ee4af4f,,2024-04-23 08:33:52.364377
4298,6915145d-8404-412b-9481-1768b7863e3e,house1,2024-04-23 08:35:03.716176
9835,e69e0495-522a-4fcb-9da1-644601d99e2b,,2024-04-23 08:35:10.705707
3641,5cd9c8db-07cf-4b5f-a590-00af8dacc4a4,,2024-04-23 08:35:15.793810
791,1dfb8ef0-6a36-4ca0-b8e8-6aa1756a00a5,house3,2024-04-23 08:35:20.286861
10641,faac7a28-16cd-48ae-833d-09ea4ae49833,house3,2024-04-23 08:37:00.996890
198,0d9ff778-c1fe-4966-baa9-e35783893f39,,2024-04-23 08:37:27.398725
9903,e81fe35d-eabc-4bef-a19d-b7cf24d01366,,2024-04-23 08:37:31.467522
3970,636b1c8b-4934-4842-9642-5283b06d7e9f,,2024-04-23 08:37:33.277827
6141,8c7a8814-d01f-40fa-817a-32358419b0a1,house2,2024-04-23 08:37:35.176951
924,1f7d7fe6-a09f-45c9-87f1-5bec07a066fa,house2,2024-04-23 08:37:36.955976
3573,5b4b687b-64db-4ee8-9fd6-42931ca7576c,,2024-04-23 08:37:38.809375
79,0a3e80d5-ebfc-4fb6-9c73-eb4afcca687a,house3,2024-04-23 08:37:41.650970
7581,b10aa190-3d2a-4137-b674-8cb64824d72c,,2024-04-23 08:37:43.186004
10267,f66d1720-f703-4a91-83ac-954cba259df6,house6,2024-04-23 08:37:46.515671
9641,e524b348-0e44-4867-a0d4-81ea6e6b81c9,house1,2024-04-23 08:37:55.393294
7760,b39567f7-fa3e-42a4-85cd-c81ea5bac858,house1,2024-04-23 08:37:58.522053
7827,b455da87-de96-42b3-b126-1f350de41e8c,,2024-04-23 08:38:03.326318
2722,4503e76c-39a4-41e8-bbd4-0b91a9240aaa,,2024-04-23 08:38:18.506438
6595,954ee6ef-741a-4199-882d-35b961f4453a,house1,2024-04-23 08:38:55.717196
8705,ce506c75-9d99-4d9d-b925-4f95384da3d0,house1,2024-04-23 08:38:57.857707
6461,9207b26d-79dc-41fc-b62c-67a6821132b9,house3,2024-04-23 08:39:03.255086
7950,b87444fd-94e3-454b-a381-e8b7a145359c,house4,2024-04-23 08:39:06.709275
1179,25e69851-885b-4cd1-8c32-e29e604714ea,house3,2024-04-23 08:39:09.121460
5243,7970eab7-e0ca-4d42-8975-29de1aa9cf5b,house1,2024-04-23 08:39:12.666441
6006,875b75ef-6331-423d-a96e-d364deafc0fa,house4,2024-04-23 08:39:43.162371
8969,cf51b9c2-7ff5-40f3-a752-0a9480fdd894,,2024-04-23 08:39:47.233635
8400,c40c417e-6ec1-4634-9f5a-e8daa1ad8a16,,2024-04-23 08:39:49.439030
859,1e103917-1d29-424d-b5e1-924e0cdcd6dc,,2024-04-23 08:40:22.158257
1826,3224a678-3fef-47ae-94e5-3250cec710f9,,2024-04-23 08:41:07.351528
982,1fcf9cd7-6858-400d-b8c4-446dd76036e4,house2,2024-04-23 08:41:11.019678
730,1d9dd772-17c9-4c8c-a3dd-1dbfe41c5ba9,house5,2024-04-23 08:41:50.004282
6202,8ce55900-508f-44eb-b01a-e217d46bfd5a,,2024-04-23 08:41:52.177808
4230,67054eb5-41f1-4d11-aed8-465e8a5bafab,,2024-04-23 08:42:11.915554
7517,ad676f50-c399-42bd-9e8a-b2feda1a7238,house1,2024-04-23 08:42:44.555912
5444,7b3f7524-f201-44df-a929-5b92eac9457b,house5,2024-04-23 08:43:03.466475
1307,2ad18754-2522-4fa9-af12-bccdf42d3905,house5,2024-04-23 08:43:52.725977
9771,e5763aad-656b-44d6-ad74-93a40495a5b3,house2,2024-04-23 08:43:58.238358
6529,9477215e-7671-4b68-a759-6af870d1789d,house1,2024-04-23 08:44:37.923300
10445,f89e8057-94eb-42d4-9ea6-c5f00419c387,,2024-04-23 08:45:24.795415
5940,87176cb2-0b72-4207-9738-d14f9e7b35fc,,2024-04-23 08:45:28.284255
4162,6684cbfe-6431-444c-981a-2eec06d14ef4,house3,2024-04-23 08:45:44.517899
598,1bedb648-5a50-4680-a09b-27240759f9a0,,2024-04-23 08:45:48.105014
8835,ce9c3ed2-1b0f-415d-9502-504ae224491a,,2024-04-23 08:45:51.072574
398,12584309-4699-485d-9f5b-a57ebfc4283a,,2024-04-23 08:46:13.388742
2465,40b8a933-6b6f-4501-85be-f3aab0f3cac8,house6,2024-04-23 08:46:17.251826
5836,847f245a-2b6b-445c-8129-81908932d218,house5,2024-04-23 08:46:50.549508
2265,3bd6dcac-904c-4614-be50-9c3949cb3405,house5,2024-04-23 08:46:52.668551
6270,9028f311-aa0f-442f-8a0e-67f7e55d8ecc,house5,2024-04-23 08:46:56.730043
2788,477b6e5c-ed43-44dd-8391-e790f22f240d,,2024-04-23 08:47:12.643974
8014,b96aa614-3d26-477b-920c-9aa2b7cae661,house5,2024-04-23 08:47:15.130071
3706,5f1a2ecf-943d-446b-b94d-d7d1ad64213d,,2024-04-23 08:47:24.958546
9967,ef301f17-11a3-401c-b25b-8fea5eb1256f,house5,2024-04-23 08:47:27.740483
3372,5931fa6a-af6b-43b8-babb-28349854d406,,2024-04-23 08:47:30.457296
5574,7eecd605-6ca1-4343-bf40-56ab7ea20dc9,house3,2024-04-23 08:47:32.954975
4553,6e009a96-2b8b-4048-8b0c-20a7924a4b4f,,2024-04-23 08:47:35.341945
9261,da987f6e-e9ee-4c8a-aa1f-d801d4c35644,,2024-04-23 08:47:38.247668
7145,a2224154-cc34-4297-b74a-0266bb05a915,house4,2024-04-23 08:47:40.736538
2333,3cc21efc-4aba-47e5-9cf8-7915e25cabf2,house2,2024-04-23 08:47:43.239517
9204,d9e6ab6b-0e4e-4c98-abca-8acd26ab18e0,house6,2024-04-23 08:47:45.471915
140,0cb94071-a8ec-4885-8316-e0e4fbebec32,,2024-04-23 08:47:48.172801
8210,bf565a52-d853-4fdb-a36d-2b4420313ddd,house4,2024-04-23 08:47:58.232295
4034,63a28e63-51c2-46bb-baa3-87693efd4424,,2024-04-23 08:47:59.816841
1442,2cb8f1f0-3c43-4893-bb57-57b9c10069f0,house6,2024-04-23 08:48:16.034846
8082,bdb88ca1-5ad1-45a5-b329-a08f104107f5,house2,2024-04-23 08:48:19.252523
2986,48ed7588-0b5b-40c9-9fc3-9d5c51a0c88a,,2024-04-23 08:49:07.862954
8903,ced89e5e-7db0-4dd4-9508-d7090c818b66,house5,2024-04-23 08:49:21.999494
3506,59acfdcc-c1d0-455c-a3ba-4ce4e6e66cb4,house5,2024-04-23 08:49:26.813337
7024,9de57089-8c87-44d2-bc3d-f64b32e79ff8,house5,2024-04-23 08:49:29.593811
10574,f922a5d4-3651-46f7-aa98-307c045dd4b5,,2024-04-23 08:49:35.745732
10509,f90e665a-2d98-4ab1-a6de-5ce1a5403861,house2,2024-04-23 08:50:22.683972
4431,6befa7f3-dd1e-4c19-8702-3214ded09b79,house3,2024-04-23 08:50:37.814032
1113,22a46d0d-eb76-4293-b4a0-6b8b7dd4f6d9,house1,2024-04-23 08:50:39.870807
7330,a64047ca-5098-4c23-a971-49fba9b3e4fe,house4,2024-04-23 08:50:41.021188
3438,594f8901-beb7-4f50-a523-0757c72b2504,house3,2024-04-23 08:50:43.771580
4730,6f16696b-22a0-4f3c-b2ad-f6b9e0256775,house3,2024-04-23 08:51:20.388042
7882,b542ca89-e19f-4f62-a46d-8034f956b019,house3,2024-04-23 08:51:22.636370
3909,61ed2314-8e12-4316-8099-8d99363ac48e,,2024-04-23 08:51:26.273491
266,0e59353d-8c6d-4a18-876e-5f506a40036e,house5,2024-04-23 08:51:28.227211
4366,69d49e69-778f-4ede-a824-cf62e3692a96,house1,2024-04-23 08:51:43.036677
1375,2b023cf1-bd37-42b6-b182-a63f314c0031,house1,2024-04-23 08:51:52.087686
8335,c3728021-30dd-44a0-9585-edfa84506a97,,2024-04-23 08:52:02.891204
464,12e832b1-ba8d-48d4-acb1-67c2ed2504e4,house2,2024-04-23 08:52:05.025897
4979,7474c4b5-d72d-4213-ad48-c8376a66cf35,,2024-04-23 08:52:38.464509
2132,3742a754-b69d-4b3c-8187-3636ff10037b,house6,2024-04-23 08:52:39.720028
7275,a5e1de79-b29f-4942-b74d-3cf6bf77682f,,2024-04-23 08:52:46.021799
7090,a1a61fdd-d404-4f70-a763-12c20c0264c2,house4,2024-04-23 08:52:48.894130
7385,aa4ece23-0bde-4b26-840c-9365c7b6ae27,house2,2024-04-23 08:52:51.236017
9094,d6a7c304-337f-41ab-8d21-318c2955ba0b,,2024-04-23 08:53:06.062266
5768,81fd94c1-4f86-4441-a38e-7b770ce28aae,house2,2024-04-23 08:53:08.433359
1641,301ea4b1-4d7d-4164-81d4-9d12fb0c16f3,,2024-04-23 08:53:34.969363
1888,32a58b0b-bb40-4c59-98c7-661fe7748d67,house3,2024-04-23 08:53:36.789302
10026,ef836255-9ff1-48bd-9ee1-b3e205f96367,,2024-04-23 08:53:38.828574
10133,f46ebca2-6367-48eb-8d1c-dda7c58b57e9,house5,2024-04-23 08:53:44.770299
2072,33a88b0d-39e1-4000-ab90-7d7079b57a46,house3,2024-04-23 08:53:54.773185
7210,a31b934a-63b0-4c08-a50e-f9ad0feaabd8,house5,2024-04-23 08:54:05.851181
3774,5f47549a-4365-484f-9f7f-5a471b91c981,,2024-04-23 08:54:08.339289
2851,480db091-c8c1-4b44-9e50-e6d6740e7ed6,house6,2024-04-23 08:54:14.296364
2398,3d5ea6d9-73c2-4f96-b4f2-aac106f8c246,house6,2024-04-23 08:54:16.539852
7451,aad41422-3ccd-4920-a077-ea696e7cd61f,,2024-04-23 08:54:19.517323
8511,c813c2bc-7886-4013-a340-6b71b8d13003,,2024-04-23 08:54:23.148719
6959,9ca4c190-fa93-4330-aead-3abdc78faee3,house3,2024-04-23 08:54:25.788333
6074,897eb4f1-64df-488f-824c-68b83e97d48a,,2024-04-23 08:54:27.750297
1946,332a0b3d-cc6a-4a02-a2e9-7ac0840a6069,house6,2024-04-23 08:54:30.051308
4673,6e9afd62-0755-4cf4-a956-c5d3e22b6038,,2024-04-23 08:54:32.692655
5512,7bf9b1d8-d6fe-4d2d-8096-a2a192c2ed0c,house4,2024-04-23 08:54:34.470918
11,0492584f-5dda-4ad6-ab2f-79c8d43a8753,house1,2024-04-23 08:54:36.714358
9573,e3aca4f2-7e1e-4499-bf8f-55355b2849da,,2024-04-23 08:54:39.097031
9035,d34cacdd-075a-4a62-9809-cee28c53cb6a,house2,2024-04-23 08:54:41.841244
6706,99352c97-a615-425e-8c20-6838d99297da,,2024-04-23 08:54:45.200133
1244,272f295e-c673-4c17-8172-b9342b9d1192,house6,2024-04-23 08:54:47.335673
9391,dcc34e5b-536f-40be-a5f1-2d95a505e183,house2,2024-04-23 08:54:50.099864
8772,ce8c745e-28c5-4beb-b018-b808f27da611,house6,2024-04-23 08:55:18.492528
4844,72ed9663-95da-45bc-b373-1e35fefcb456,house6,2024-04-23 08:55:20.024587
3304,517fac56-4785-40b1-a43e-561275caae77,,2024-04-23 08:55:21.338999
2007,337efdeb-7299-4e86-9db0-3b7bad905ca4,,2024-04-23 08:55:24.044595
3176,4b2569be-cd32-40aa-9cc4-9e13e55903de,house1,2024-04-23 08:55:26.285358
9506,e03b3ffe-81f4-4a48-9837-44ea86839840,house1,2024-04-23 08:55:29.544827
3054,49e1e7be-1021-43ae-9d66-985e4ab757b1,house2,2024-04-23 08:55:32.249709
8578,c968fef9-5411-49d5-b6e1-d9a52add4ab8,,2024-04-23 08:55:36.422895
1573,2e958eb1-0ca7-444a-a150-6e1f2e74735b,,2024-04-23 08:55:51.025622
10709,fac56dec-f876-400b-921f-94012ed87d73,house6,2024-04-23 08:56:12.828919
5700,81c9f456-b5a2-4e28-ad69-eb7d89374d37,,2024-04-23 08:56:21.214601
10387,f82cab1a-3510-414e-a268-b461e7b9c8d3,house4,2024-04-23 08:56:23.062400
8278,c09f4e21-93f1-4ee5-8be8-5892f9e3f67b,,2024-04-23 08:57:12.796494
5378,7a92cb13-de00-4cf9-8f2e-fe1de7629692,house4,2024-04-23 08:57:31.136568
1708,3179b05a-487a-4208-9d7a-115c9532149b,house4,2024-04-23 08:57:56.232895
4608,6e4a6e26-911f-4229-ac2d-7bf030c2a534,house1,2024-04-23 08:58:07.402878
7703,b349e5e0-8128-432e-a8a4-03b754f07f36,,2024-04-23 08:58:29.193545
10200,f56e3af2-356e-4916-878c-340eae3cef12,house6,2024-04-23 08:58:32.452779
1048,226c662f-b1b3-40bc-9bfc-4f49a80b9041,house6,2024-04-23 08:58:39.579472
3108,4af43656-b123-4a72-892b-7993a6355ed3,,2024-04-23 08:58:41.923946
6828,9ba5d224-6e1c-418f-b6e9-6fd5abd8be8b,house5,2024-04-23 08:58:54.811360
6663,979ad268-eca3-4d3f-854e-d244f73b1748,house6,2024-04-23 08:59:00.492886
8468,c50ac909-8d9c-4713-b3d2-6add8d3e4acc,house6,2024-04-23 08:59:05.385247
4798,71d0528a-188d-4aba-b7de-79ce11aba729,,2024-04-23 08:59:16.429328
2789,477b6e5c-ed43-44dd-8391-e790f22f240d,,2024-04-23 14:30:03.289504
3177,4b2569be-cd32-40aa-9cc4-9e13e55903de,house1,2024-04-23 14:33:58.460115
399,12584309-4699-485d-9f5b-a57ebfc4283a,,2024-04-23 14:36:07.595810
4367,69d49e69-778f-4ede-a824-cf62e3692a96,house1,2024-04-23 14:37:19.090365
9507,e03b3ffe-81f4-4a48-9837-44ea86839840,house1,2024-04-23 14:37:21.416665
5701,81c9f456-b5a2-4e28-ad69-eb7d89374d37,,2024-04-23 14:37:23.224905
5575,7eecd605-6ca1-4343-bf40-56ab7ea20dc9,house3,2024-04-23 14:37:28.028824
141,0cb94071-a8ec-4885-8316-e0e4fbebec32,,2024-04-23 14:37:34.224535
4035,63a28e63-51c2-46bb-baa3-87693efd4424,,2024-04-23 14:37:39.471354
1114,22a46d0d-eb76-4293-b4a0-6b8b7dd4f6d9,house1,2024-04-23 14:38:13.648337
7518,ad676f50-c399-42bd-9e8a-b2feda1a7238,house1,2024-04-23 14:38:17.271491
12,0492584f-5dda-4ad6-ab2f-79c8d43a8753,house1,2024-04-23 14:38:21.681446
7276,a5e1de79-b29f-4942-b74d-3cf6bf77682f,,2024-04-23 14:38:53.515133
1308,2ad18754-2522-4fa9-af12-bccdf42d3905,house5,2024-04-23 14:38:57.916895
2987,48ed7588-0b5b-40c9-9fc3-9d5c51a0c88a,,2024-04-23 14:38:59.521550
8638,cdd098ee-4295-4839-b1a3-4d44840feacd,house3,2024-04-23 14:40:12.773040
9836,e69e0495-522a-4fcb-9da1-644601d99e2b,,2024-04-23 14:40:26.420176
6530,9477215e-7671-4b68-a759-6af870d1789d,house1,2024-04-23 14:40:28.935333
2655,4341cf2a-0952-459b-b895-9e25b8e230fe,,2024-04-23 14:40:31.523647
6596,954ee6ef-741a-4199-882d-35b961f4453a,house1,2024-04-23 14:40:43.157519
6402,90be5909-0039-4170-a115-3dba964d3c70,,2024-04-23 14:40:44.320464
4299,6915145d-8404-412b-9481-1768b7863e3e,house1,2024-04-23 14:40:47.220182
9324,dc9690fd-c8d0-46a3-844d-28842ee4af4f,,2024-04-23 14:40:48.877628
5837,847f245a-2b6b-445c-8129-81908932d218,house5,2024-04-23 14:42:15.517814
7211,a31b934a-63b0-4c08-a50e-f9ad0feaabd8,house5,2024-04-23 14:42:19.704965
7025,9de57089-8c87-44d2-bc3d-f64b32e79ff8,house5,2024-04-23 14:42:22.389566
6829,9ba5d224-6e1c-418f-b6e9-6fd5abd8be8b,house5,2024-04-23 14:42:24.313955
5445,7b3f7524-f201-44df-a929-5b92eac9457b,house5,2024-04-23 14:42:26.763060
8015,b96aa614-3d26-477b-920c-9aa2b7cae661,house5,2024-04-23 14:42:29.459698
267,0e59353d-8c6d-4a18-876e-5f506a40036e,house5,2024-04-23 14:42:31.490729
9262,da987f6e-e9ee-4c8a-aa1f-d801d4c35644,,2024-04-23 14:42:33.750088
10134,f46ebca2-6367-48eb-8d1c-dda7c58b57e9,house5,2024-04-23 14:42:36.205807
6271,9028f311-aa0f-442f-8a0e-67f7e55d8ecc,house5,2024-04-23 14:42:38.666528
8904,ced89e5e-7db0-4dd4-9508-d7090c818b66,house5,2024-04-23 14:42:40.910180
3507,59acfdcc-c1d0-455c-a3ba-4ce4e6e66cb4,house5,2024-04-23 14:42:44.474641
2466,40b8a933-6b6f-4501-85be-f3aab0f3cac8,house6,2024-04-23 14:42:49.168844
4101,64d93c1a-1a53-4f12-8590-58cb738cd3b1,,2024-04-23 14:42:51.281987
4731,6f16696b-22a0-4f3c-b2ad-f6b9e0256775,house3,2024-04-23 14:42:53.714410
7883,b542ca89-e19f-4f62-a46d-8034f956b019,house3,2024-04-23 14:42:56.065664
2198,3a90e6b3-bc9f-49a7-997f-e954943de83e,,2024-04-23 14:42:58.737117
3244,50f9355c-6b05-4e04-8e55-fb1af6461cd2,house1,2024-04-23 14:43:02.235783
1376,2b023cf1-bd37-42b6-b182-a63f314c0031,house1,2024-04-23 14:43:05.592510
2266,3bd6dcac-904c-4614-be50-9c3949cb3405,house5,2024-04-23 14:43:09.804847
731,1d9dd772-17c9-4c8c-a3dd-1dbfe41c5ba9,house5,2024-04-23 14:43:11.775656
9156,d812e8d2-e25b-4135-90b8-8893b29bb4d4,house6,2024-04-23 14:43:15.989714
792,1dfb8ef0-6a36-4ca0-b8e8-6aa1756a00a5,house3,2024-04-23 14:43:37.802645
10642,faac7a28-16cd-48ae-833d-09ea4ae49833,house3,2024-04-23 14:43:39.197855
5046,7593a65e-fb7f-4a7a-b523-6d13ec355668,house5,2024-04-23 14:43:47.066113
2920,481bbf37-31d3-4ba1-bce1-3c478bfb86ed,house5,2024-04-23 14:43:48.708709
7146,a2224154-cc34-4297-b74a-0266bb05a915,house4,2024-04-23 14:44:43.703458
10388,f82cab1a-3510-414e-a268-b461e7b9c8d3,house4,2024-04-23 14:45:05.701618
5113,77fcbaa7-bf8a-4674-a82b-ab415827aba9,house4,2024-04-23 14:45:07.361956
10087,f10a183a-3ffd-4760-b446-acde1b8c0d8f,house4,2024-04-23 14:45:09.261908
1771,31f1dfb3-1ed4-4fed-9ef0-952b9a70b3f6,,2024-04-23 14:45:11.583805
9709,e544ac1c-af6a-41b3-a16c-61ab3c1863cb,house4,2024-04-23 14:45:14.785243
5379,7a92cb13-de00-4cf9-8f2e-fe1de7629692,house4,2024-04-23 14:45:32.249124
4674,6e9afd62-0755-4cf4-a956-c5d3e22b6038,,2024-04-23 14:45:33.903572
8401,c40c417e-6ec1-4634-9f5a-e8daa1ad8a16,,2024-04-23 14:45:46.933286
10335,f7913f48-8bed-4c54-95d8-968fc64606e3,house4,2024-04-23 14:45:49.919618
3109,4af43656-b123-4a72-892b-7993a6355ed3,,2024-04-23 14:45:51.868225
8336,c3728021-30dd-44a0-9585-edfa84506a97,,2024-04-23 14:45:53.402834
8970,cf51b9c2-7ff5-40f3-a752-0a9480fdd894,,2024-04-23 14:45:58.108006
7331,a64047ca-5098-4c23-a971-49fba9b3e4fe,house4,2024-04-23 14:46:01.606270
7951,b87444fd-94e3-454b-a381-e8b7a145359c,house4,2024-04-23 14:46:03.606544
5513,7bf9b1d8-d6fe-4d2d-8096-a2a192c2ed0c,house4,2024-04-23 14:46:08.765992
6895,9c9c9019-da1b-4dcf-afad-8596ed5c8027,house4,2024-04-23 14:46:11.991470
10446,f89e8057-94eb-42d4-9ea6-c5f00419c387,,2024-04-23 14:46:14.829952
10575,f922a5d4-3651-46f7-aa98-307c045dd4b5,,2024-04-23 14:46:17.113994
6203,8ce55900-508f-44eb-b01a-e217d46bfd5a,,2024-04-23 14:46:19.449768
1827,3224a678-3fef-47ae-94e5-3250cec710f9,,2024-04-23 14:46:22.199940
1709,3179b05a-487a-4208-9d7a-115c9532149b,house4,2024-04-23 14:46:24.220952
4231,67054eb5-41f1-4d11-aed8-465e8a5bafab,,2024-04-23 14:46:26.397056
9968,ef301f17-11a3-401c-b25b-8fea5eb1256f,house5,2024-04-23 14:46:30.121665
3373,5931fa6a-af6b-43b8-babb-28349854d406,,2024-04-23 14:46:33.989068
532,1a024edc-e397-4508-958e-7051ae278650,,2024-04-23 14:46:36.313375
9458,dda733a2-2add-44a5-b888-81943923c2c6,,2024-04-23 14:46:42.109565
1574,2e958eb1-0ca7-444a-a150-6e1f2e74735b,,2024-04-23 14:46:44.009061
8211,bf565a52-d853-4fdb-a36d-2b4420313ddd,house4,2024-04-23 14:46:46.277158
7091,a1a61fdd-d404-4f70-a763-12c20c0264c2,house4,2024-04-23 14:46:48.773587
4609,6e4a6e26-911f-4229-ac2d-7bf030c2a534,house1,2024-04-23 14:46:50.945035
5244,7970eab7-e0ca-4d42-8975-29de1aa9cf5b,house1,2024-04-23 14:46:53.989630
8706,ce506c75-9d99-4d9d-b925-4f95384da3d0,house1,2024-04-23 14:46:56.275999
6771,9af32f95-5e33-4ee7-8f46-e5399bc10479,,2024-04-23 14:46:58.502834
6007,875b75ef-6331-423d-a96e-d364deafc0fa,house4,2024-04-23 14:47:00.915050
7761,b39567f7-fa3e-42a4-85cd-c81ea5bac858,house1,2024-04-23 14:47:03.900964
2399,3d5ea6d9-73c2-4f96-b4f2-aac106f8c246,house6,2024-04-23 14:47:46.260421
8279,c09f4e21-93f1-4ee5-8be8-5892f9e3f67b,,2024-04-23 14:48:22.472155
9574,e3aca4f2-7e1e-4499-bf8f-55355b2849da,,2024-04-23 14:48:27.476685
10268,f66d1720-f703-4a91-83ac-954cba259df6,house6,2024-04-23 14:48:32.725608
1049,226c662f-b1b3-40bc-9bfc-4f49a80b9041,house6,2024-04-23 14:48:35.887758
10201,f56e3af2-356e-4916-878c-340eae3cef12,house6,2024-04-23 14:48:37.528079
3775,5f47549a-4365-484f-9f7f-5a471b91c981,,2024-04-23 14:48:39.779495
1947,332a0b3d-cc6a-4a02-a2e9-7ac0840a6069,house6,2024-04-23 14:48:46.252814
4912,72f607f4-67b9-459a-9712-76fa6ca47874,,2024-04-23 14:48:48.591914
9205,d9e6ab6b-0e4e-4c98-abca-8acd26ab18e0,house6,2024-04-23 14:48:57.625083
4845,72ed9663-95da-45bc-b373-1e35fefcb456,house6,2024-04-23 14:48:59.788730
1245,272f295e-c673-4c17-8172-b9342b9d1192,house6,2024-04-23 14:49:25.227758
10027,ef836255-9ff1-48bd-9ee1-b3e205f96367,,2024-04-23 14:49:40.520010
80,0a3e80d5-ebfc-4fb6-9c73-eb4afcca687a,house3,2024-04-23 14:49:41.975109
1443,2cb8f1f0-3c43-4893-bb57-57b9c10069f0,house6,2024-04-23 14:50:23.828331
2133,3742a754-b69d-4b3c-8187-3636ff10037b,house6,2024-04-23 14:50:27.138541
9642,e524b348-0e44-4867-a0d4-81ea6e6b81c9,house1,2024-04-23 14:50:45.695722
6339,90756b5d-7ed2-4b15-9182-6ce392c05013,house1,2024-04-23 14:50:47.193209
7828,b455da87-de96-42b3-b126-1f350de41e8c,,2024-04-23 14:50:49.755003
3842,60fea3c0-9066-49ea-beb2-b055ab2b4ff9,,2024-04-23 14:50:53.164068
8773,ce8c745e-28c5-4beb-b018-b808f27da611,house6,2024-04-23 14:51:30.185555
8579,c968fef9-5411-49d5-b6e1-d9a52add4ab8,,2024-04-23 14:51:32.489516
2852,480db091-c8c1-4b44-9e50-e6d6740e7ed6,house6,2024-04-23 14:51:34.280057
8836,ce9c3ed2-1b0f-415d-9502-504ae224491a,,2024-04-23 14:51:42.316843
6664,979ad268-eca3-4d3f-854e-d244f73b1748,house6,2024-04-23 14:51:45.345127
6707,99352c97-a615-425e-8c20-6838d99297da,,2024-04-23 14:51:48.396539
4980,7474c4b5-d72d-4213-ad48-c8376a66cf35,,2024-04-23 14:51:56.941962
4799,71d0528a-188d-4aba-b7de-79ce11aba729,,2024-04-23 14:52:02.696463
8469,c50ac909-8d9c-4713-b3d2-6add8d3e4acc,house6,2024-04-23 14:52:04.351208
10710,fac56dec-f876-400b-921f-94012ed87d73,house6,2024-04-23 14:52:06.180553
1180,25e69851-885b-4cd1-8c32-e29e604714ea,house3,2024-04-23 14:52:10.190333
6462,9207b26d-79dc-41fc-b62c-67a6821132b9,house3,2024-04-23 14:52:13.557135
2073,33a88b0d-39e1-4000-ab90-7d7079b57a46,house3,2024-04-23 14:52:20.749456
3439,594f8901-beb7-4f50-a523-0757c72b2504,house3,2024-04-23 14:52:22.740853
2591,422a524d-cfb0-4b28-b521-d32f9447263e,,2024-04-23 14:52:26.044857
1507,2e333d17-d22d-42c6-b7e2-57bd681b1415,,2024-04-23 14:52:35.412491
