question,context_file,score,context_snippet
วิธีการประกาศหยุดการซื้อขายของตลาดหลักทรัพย์ คืออะไร,1345192.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
วิธีการประกาศหยุดการซื้อขายของตลาดหลักทรัพย์ คืออะไร,1345188.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  8.	การกำกับดูแลการซื้อขายหลักทรัพย์ 8.1	หลักการและแนวทางการกำกับดูแล ตลาดหลักทรัพย์ฯ ใช้หลักการ การกำกับดูแลให้เกิดความเป็นธรรมแก่ผู้ลงทุนและผู้เกี่ยวข้องทุกฝ่าย ซึ่งประกอ...
กรณีระบบซื้อขายของสมาชิก (บล.) ขัดข้อง จะหยุดทำการซื้อขายชั่วคราวต้องมีเงื่อนไขอะไรบ้าง,1345186.txt,15.91873489826704,ตลาดหลักทรัพย์แห่งประเทศไทย  6.	แผนสำรองกรณีระบบการซื้อขายของตลาดหลักทรัพย์ขัดข้อง ตลาดหลักทรัพย์สามารถสั่งหยุดการซื้อขายชั่วคราวได้ ตามมาตรา 187 ของพรบ. หลักทรัพย์และตลาดหลักทรัพย์ 6.1	การหยุดทำการซื...
กรณีระบบซื้อขายของสมาชิก (บล.) ขัดข้อง จะหยุดทำการซื้อขายชั่วคราวต้องมีเงื่อนไขอะไรบ้าง,1345182.txt,3.2608517151553023,ตลาดหลักทรัพย์แห่งประเทศไทย  2.	กระบวนการ วิธีการ และช่องทางการซื้อขาย 2.1	กระบวนการในการซื้อขาย 	รายละเอียดขั้นตอนการซื้อ 	1.	ผู้ซื้อส่งคำสั่งซื้อไปยัง Broker (Broker ในที่นี้หมายถึง บริษัทหลักทรัพย์...
กรณีระบบซื้อขายของสมาชิก (บล.) ขัดข้อง จะหยุดทำการซื้อขายชั่วคราวต้องมีเงื่อนไขอะไรบ้าง,1345188.txt,3.010998920438676,ตลาดหลักทรัพย์แห่งประเทศไทย  8.	การกำกับดูแลการซื้อขายหลักทรัพย์ 8.1	หลักการและแนวทางการกำกับดูแล ตลาดหลักทรัพย์ฯ ใช้หลักการ การกำกับดูแลให้เกิดความเป็นธรรมแก่ผู้ลงทุนและผู้เกี่ยวข้องทุกฝ่าย ซึ่งประกอ...
ตลาดผูกขาดแท้จริงคืออะไร,1345192.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
ตลาดผูกขาดแท้จริงคืออะไร,1345188.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  8.	การกำกับดูแลการซื้อขายหลักทรัพย์ 8.1	หลักการและแนวทางการกำกับดูแล ตลาดหลักทรัพย์ฯ ใช้หลักการ การกำกับดูแลให้เกิดความเป็นธรรมแก่ผู้ลงทุนและผู้เกี่ยวข้องทุกฝ่าย ซึ่งประกอ...
ตลาดผูกขาดแท้จริงคืออะไร,1345193.txt,0.0,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  1.1	ประเภทของธุรกิจในไทย 5 ประเภท 	1.	กิจการเจ้าของคนเดียว 		*	เจ้าของคนเดียว 		*	ข้อดีคือ กฎระเบียบน้อย และไม่ต้องเสียภาษีนิติบุคคล 		*	ข้อเสียคือ เงิน...
ดุลบัญชีเดินสะพัดประกอบด้วยอะไรบ้าง,1345192.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
ดุลบัญชีเดินสะพัดประกอบด้วยอะไรบ้าง,1345188.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  8.	การกำกับดูแลการซื้อขายหลักทรัพย์ 8.1	หลักการและแนวทางการกำกับดูแล ตลาดหลักทรัพย์ฯ ใช้หลักการ การกำกับดูแลให้เกิดความเป็นธรรมแก่ผู้ลงทุนและผู้เกี่ยวข้องทุกฝ่าย ซึ่งประกอ...
ดุลบัญชีเดินสะพัดประกอบด้วยอะไรบ้าง,1345193.txt,0.0,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  1.1	ประเภทของธุรกิจในไทย 5 ประเภท 	1.	กิจการเจ้าของคนเดียว 		*	เจ้าของคนเดียว 		*	ข้อดีคือ กฎระเบียบน้อย และไม่ต้องเสียภาษีนิติบุคคล 		*	ข้อเสียคือ เงิน...
TSR มีลักษณะอย่างไร,1345198.txt,4.5906876172811275,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  6.	Corporate Action และ ผลกระทบต่อราคาหุ้นสามัญ Corporate Action คือ การกระทำขององค์กรที่ทำให้เกิดการเปลี่ยนแปลงที่สำคัญต่อบริษัทและมีผลกระทบต่อผู้ถือหุ...
TSR มีลักษณะอย่างไร,1345178.txt,4.2506662181324435,ตราสารที่เชื่อมโยงกับตราสารทุน  4.	ใบสำคัญแสดงสิทธิซื้อหุ้นเพิ่มทุนที่โอนสิทธิได้ (Transferable Subscription Right :TSR) TSR มีลักษณะคล้ายกับการเพิ่มทุนแบบเสนอขายให้ผู้ถือหุ้นเดิม (Right Offering: RO)...
TSR มีลักษณะอย่างไร,1345179.txt,2.75290448972791,ตราสารที่เชื่อมโยงกับตราสารทุน  5.	ใบสำคัญแสดงสิทธิในประโยชน์ที่เกิดจากหลักทรัพย์อ้างอิงไทย (Non-Voting Depository Receipt: NVDR) 5.1	ความหมายของ NVRD 	เนื่องจากไทยมีกำหนดเพดานสัดส่วนการต่างให้ชาติถือ...
ตลาดหลักทรัพย์ได้กำหนดราคาสูงสุดต่ำสุดของหุ้นสามัญวันที่ XD อย่างไร,1345196.txt,5.034909735457272,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  4.1	ผลตอบแทนของตราสารทุน ผลตอบแทนของตราสารทุนประกอบด้วย 1. ผลตอบแทนจากส่วนต่างราคา (Capital Gain) 2. ผลตอบแทนจากการปันผล (Dividend)  4.2	ผลตอบแทนจากการป...
ตลาดหลักทรัพย์ได้กำหนดราคาสูงสุดต่ำสุดของหุ้นสามัญวันที่ XD อย่างไร,1345185.txt,3.9689679194590277,ตลาดหลักทรัพย์แห่งประเทศไทย  5.	การหยุดการซื้อขายชั่วคราว (Circuit breaker) และเครื่องหมายต่างๆ บนกระดานหลักทรัพย์ 5.1	การหยุดการซื้อขายชั่วคราว (Circuit breaker) 	เนื่องจากการลดลงของ SET Index ที่รุน...
ตลาดหลักทรัพย์ได้กำหนดราคาสูงสุดต่ำสุดของหุ้นสามัญวันที่ XD อย่างไร,1345161.txt,3.090130018561721,ความรู้เบื้องต้นเกี่ยวกับกองทุนรวม  4.	ภาษีของการลงทุนในกองทุน 	ผู้ลงทุนแต่ละประเภทจะมีการเสียภาษีที่ต่างกันดังนี้ 		เงินปันผล 		บุคคลธรรมดา	หัก ณ ที่จ่าย 10% หรือ นำเงินปันผลไปรวมเป็นรายได้ 		นิติบุค...
ค่าสัมประสิทธิ์สหสัมพันธ์คืออะไร,1345192.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
ค่าสัมประสิทธิ์สหสัมพันธ์คืออะไร,1345188.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  8.	การกำกับดูแลการซื้อขายหลักทรัพย์ 8.1	หลักการและแนวทางการกำกับดูแล ตลาดหลักทรัพย์ฯ ใช้หลักการ การกำกับดูแลให้เกิดความเป็นธรรมแก่ผู้ลงทุนและผู้เกี่ยวข้องทุกฝ่าย ซึ่งประกอ...
ค่าสัมประสิทธิ์สหสัมพันธ์คืออะไร,1345193.txt,0.0,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  1.1	ประเภทของธุรกิจในไทย 5 ประเภท 	1.	กิจการเจ้าของคนเดียว 		*	เจ้าของคนเดียว 		*	ข้อดีคือ กฎระเบียบน้อย และไม่ต้องเสียภาษีนิติบุคคล 		*	ข้อเสียคือ เงิน...
ผลตอบแทนจากการปันผล (Dividend) คืออะไร,1345196.txt,10.561256879545212,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  4.1	ผลตอบแทนของตราสารทุน ผลตอบแทนของตราสารทุนประกอบด้วย 1. ผลตอบแทนจากส่วนต่างราคา (Capital Gain) 2. ผลตอบแทนจากการปันผล (Dividend)  4.2	ผลตอบแทนจากการป...
ผลตอบแทนจากการปันผล (Dividend) คืออะไร,1345194.txt,4.181722788377378,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  2.	ความหมายของตราสารทุน คือ ตราสารที่ผู้ลงทุนมีฐานะเป็นเจ้าของกิจการ โดยได้รับผลตอบแทนจากเงินปันผล (Dividend) และส่วนต่างของมูลค่ากิจการที่เพิ่มขึ้น (Ca...
ผลตอบแทนจากการปันผล (Dividend) คืออะไร,1345192.txt,3.311586947146216,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
ตลาดหลักทรัพย์ได้กำหนดราคาสูงสุดต่ำสุดของหุ้นสามัญทั่วไปอย่างไร,1345192.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
ตลาดหลักทรัพย์ได้กำหนดราคาสูงสุดต่ำสุดของหุ้นสามัญทั่วไปอย่างไร,1345188.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  8.	การกำกับดูแลการซื้อขายหลักทรัพย์ 8.1	หลักการและแนวทางการกำกับดูแล ตลาดหลักทรัพย์ฯ ใช้หลักการ การกำกับดูแลให้เกิดความเป็นธรรมแก่ผู้ลงทุนและผู้เกี่ยวข้องทุกฝ่าย ซึ่งประกอ...
ตลาดหลักทรัพย์ได้กำหนดราคาสูงสุดต่ำสุดของหุ้นสามัญทั่วไปอย่างไร,1345193.txt,0.0,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  1.1	ประเภทของธุรกิจในไทย 5 ประเภท 	1.	กิจการเจ้าของคนเดียว 		*	เจ้าของคนเดียว 		*	ข้อดีคือ กฎระเบียบน้อย และไม่ต้องเสียภาษีนิติบุคคล 		*	ข้อเสียคือ เงิน...
ตราสารทุน คืออะไร,1345170.txt,5.00055214243856,ความรู้พื้นฐานของตราสารหนี้  2.	ความแตกต่างของตราสารทุนและตราสารหนี้ ตราสารทุน 	ลักษณะผลตอบแทน: เงินปันผล 	สถานะผู้ลงทุน: เจ้าของ 	ระดับความเสี่ยง: สูง 	ระยะเวลา (อายุ): ไม่มีกำหนด 	สภาพคล่อง: สูง 	สิ...
ตราสารทุน คืออะไร,1345160.txt,0.796894813801355,ความรู้เบื้องต้นเกี่ยวกับกองทุนรวม  3.	ประเภทของกองทุนรวม ประเภทของกองทุนนั้นมีวิธีในการแบ่งได้หลายวิธีขึ้นอยู่กับว่าใช้เกณฑ์ใดในการแบ่ง ซึ่งในที่นี้จะกล่าวถึงการแบ่งประเภทโดยใช้ 5 เกณฑ์ดังนี้ 	1.	แบ่...
ตราสารทุน คืออะไร,1345193.txt,0.0,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  1.1	ประเภทของธุรกิจในไทย 5 ประเภท 	1.	กิจการเจ้าของคนเดียว 		*	เจ้าของคนเดียว 		*	ข้อดีคือ กฎระเบียบน้อย และไม่ต้องเสียภาษีนิติบุคคล 		*	ข้อเสียคือ เงิน...
เส้นอัตราผลตอบแทน (Yield Curve) คืออะไร,1345147.txt,18.112698870662225,การประเมินมูลค่าและอัตราผลตอบแทนของตราสารหนี้  6.	เส้นอัตราผลตอบแทน (Yield Curve) 6.1	ความหมายของเส้นอัตราผลตอบแทน (Yield Curve) 	คือ เส้นที่แสดงความสัมพันธ์ของอัตราผลตอบแทนถึงวันครบกำหนด (YTM) ของตรา...
เส้นอัตราผลตอบแทน (Yield Curve) คืออะไร,1345144.txt,4.894530079210271,การประเมินมูลค่าและอัตราผลตอบแทนของตราสารหนี้  3.	การคำนวณอัตราผลตอบแทนของตราสารหนี้ อัตราผลตอบแทนของตราสารหนี้มีหลายรูปแบบ ซึ่งแต่ละรูปแบบสามารถคำนวณได้ดังนี้ 3.1	อัตราผลตอบแทนจากดอกเบี้ย (Current Yi...
เส้นอัตราผลตอบแทน (Yield Curve) คืออะไร,1345202.txt,2.881492377590838,ผลตอบแทนและความเสี่ยงของกองทุนรวม  4.	การวัดผลการดำเนินงานของกองทุนรวม นอกจากการเปรียบเทียบอัตราผลตอบแทนและความเสี่ยงของกองทุนแล้ว เครื่องมือการวัดที่เรามักนำมาใช้ คือ อัตราผลตอบแทนที่ปรับด้วยความเสี่...
ก.ล.ต. ทำหน้าที่อะไร,1345159.txt,2.4680559032985263,ความรู้เบื้องต้นเกี่ยวกับกองทุนรวม  2.	ผู้ที่มีส่วนเกี่ยวข้องกับกองทุนรวม แบ่งออกเป็น 3 กลุ่มใหญ่ ดังนี้ 2.1	กลุ่มผู้ประกอบการและผู้เกี่ยวข้องกับผู้ประกอบการ 	1.	บริษัทจัดการกองทุน (บลจ.) ทำหน้าที่จัด...
ก.ล.ต. ทำหน้าที่อะไร,1345158.txt,2.041269025823562,ความรู้เบื้องต้นเกี่ยวกับกองทุนรวม  1.	ลักษณะของกองทุนรวม 1.1	ความหมายของกองทุนรวม 	กองทุนรวม คือ เครื่องมือการลงทุนทางอ้อมของผู้ลงทุน ที่มีหน้าที่นำเงินลงทุนจากผู้ลงทุนหลายๆ คน ไปลงทุนในสินทรัพย์ประเ...
ก.ล.ต. ทำหน้าที่อะไร,1345137.txt,1.953279915688645,"การซื้อขายตราสารหนี้ในไทย  2.	กระบวกการออกตราสารหนี้ (ในตลาดแรก) 2.1	การออกตราสารหนี้ภาครัฐ (ตั๋วเงินคลัง, พันธบัตรรัฐบาล, พันธบัตรธนาคารแห่งประเทศไทย) 	1.	กระบวนการออก 		*	ธนาคารแห่งประเทศไทยเป็นผู้จ..."
ทำไมจึงต้องมีรายงานผู้ตรวจสอบบัญชีในงบการเงิน,1345192.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
ทำไมจึงต้องมีรายงานผู้ตรวจสอบบัญชีในงบการเงิน,1345188.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  8.	การกำกับดูแลการซื้อขายหลักทรัพย์ 8.1	หลักการและแนวทางการกำกับดูแล ตลาดหลักทรัพย์ฯ ใช้หลักการ การกำกับดูแลให้เกิดความเป็นธรรมแก่ผู้ลงทุนและผู้เกี่ยวข้องทุกฝ่าย ซึ่งประกอ...
ทำไมจึงต้องมีรายงานผู้ตรวจสอบบัญชีในงบการเงิน,1345193.txt,0.0,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  1.1	ประเภทของธุรกิจในไทย 5 ประเภท 	1.	กิจการเจ้าของคนเดียว 		*	เจ้าของคนเดียว 		*	ข้อดีคือ กฎระเบียบน้อย และไม่ต้องเสียภาษีนิติบุคคล 		*	ข้อเสียคือ เงิน...
FTSE SET Large Cap คืออะไร,1345190.txt,20.538774370125765,ตลาดหลักทรัพย์แห่งประเทศไทย  10.	ดัชนีหลักทรัพย์ 10.1	ความหมายและการนำไปใช้ประโยชน์ของดัชนีหลักทรัพย์ ดัชนีหลักทรัพย์ คือ ค่าทางสถิติที่ใช้วัดภาพรวมการเปลี่ยนแปลงของราคาหลักทรัพย์ ซึ่งนำมาใช้ประโยชน์ไ...
FTSE SET Large Cap คืออะไร,1345181.txt,3.911522994017634,ตลาดหลักทรัพย์แห่งประเทศไทย  1.	ระบบการซื้อขายของตลาดหลักทรัพย์แห่งประเทศไทย 1.1	พัฒนาการของระบบการซื้อขาย 	*	30 เม.ย. 2518: ตลาดหลักทรัพย์แห่งประเทศไทยเปิดซื้อขายครั้งแรก โดยใช้ระบบการซื้อขายแบบประมู...
FTSE SET Large Cap คืออะไร,1345185.txt,3.361384449231651,ตลาดหลักทรัพย์แห่งประเทศไทย  5.	การหยุดการซื้อขายชั่วคราว (Circuit breaker) และเครื่องหมายต่างๆ บนกระดานหลักทรัพย์ 5.1	การหยุดการซื้อขายชั่วคราว (Circuit breaker) 	เนื่องจากการลดลงของ SET Index ที่รุน...
Tracking Error (TE) หรือ Active Risk คืออะไร,1345202.txt,17.97315577238115,ผลตอบแทนและความเสี่ยงของกองทุนรวม  4.	การวัดผลการดำเนินงานของกองทุนรวม นอกจากการเปรียบเทียบอัตราผลตอบแทนและความเสี่ยงของกองทุนแล้ว เครื่องมือการวัดที่เรามักนำมาใช้ คือ อัตราผลตอบแทนที่ปรับด้วยความเสี่...
Tracking Error (TE) หรือ Active Risk คืออะไร,1345157.txt,10.887378218660794,การวิเคราะห์และกลยุทธ์การลงทุนในกองทุนรวม  3.	แหล่งข้อมูลสำคัญของกองทุนรวม 3.1	รายงานการจัดอันดับกองทุน ที่จัดทำโดยบริษัทจัดอันดับกองทุน1 โดยจะจัดอันดับของอัตราผลตอบแทนและความเสี่ยงในรูปของ Percentile...
Tracking Error (TE) หรือ Active Risk คืออะไร,1345156.txt,6.275500707514736,การวิเคราะห์และกลยุทธ์การลงทุนในกองทุนรวม  2.	กลยุทธ์การลงทุนในกองทุนรวม 2.1	กลยุทธ์การจัดสรรสินทรัพย์ลงทุน (Asset Allocation) คือ กลยุทธ์การกระจายการลงทุนไปยังกองทุนที่ลงทุนในสินทรัพย์หลากหลายประเภท ...
การส่งคำสั่งซื้อขายผ่านระบบ Direct market access (DMA) คืออะไร,1345182.txt,10.87196395737596,ตลาดหลักทรัพย์แห่งประเทศไทย  2.	กระบวนการ วิธีการ และช่องทางการซื้อขาย 2.1	กระบวนการในการซื้อขาย 	รายละเอียดขั้นตอนการซื้อ 	1.	ผู้ซื้อส่งคำสั่งซื้อไปยัง Broker (Broker ในที่นี้หมายถึง บริษัทหลักทรัพย์...
การส่งคำสั่งซื้อขายผ่านระบบ Direct market access (DMA) คืออะไร,1345177.txt,2.6713290380487926,ตราสารที่เชื่อมโยงกับตราสารทุน  3.	ใบสำคัญแสดงสิทธิ (Warrant) 3.1	ความหมายและเงื่อนไขต่างๆ ของ Warrant (วอแรนต์) 	1.	ความหมายโดยสากล Warrant เป็น Option (ออปชั่น) ประเภทหนึ่ง ที่มีลักษณะเป็นสัญญาที่ให...
การส่งคำสั่งซื้อขายผ่านระบบ Direct market access (DMA) คืออะไร,1345193.txt,0.0,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  1.1	ประเภทของธุรกิจในไทย 5 ประเภท 	1.	กิจการเจ้าของคนเดียว 		*	เจ้าของคนเดียว 		*	ข้อดีคือ กฎระเบียบน้อย และไม่ต้องเสียภาษีนิติบุคคล 		*	ข้อเสียคือ เงิน...
ประโยชน์ของโครงการ EJIP คืออะไร,1345198.txt,2.357933686663508,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  6.	Corporate Action และ ผลกระทบต่อราคาหุ้นสามัญ Corporate Action คือ การกระทำขององค์กรที่ทำให้เกิดการเปลี่ยนแปลงที่สำคัญต่อบริษัทและมีผลกระทบต่อผู้ถือหุ...
ประโยชน์ของโครงการ EJIP คืออะไร,1345192.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
ประโยชน์ของโครงการ EJIP คืออะไร,1345188.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  8.	การกำกับดูแลการซื้อขายหลักทรัพย์ 8.1	หลักการและแนวทางการกำกับดูแล ตลาดหลักทรัพย์ฯ ใช้หลักการ การกำกับดูแลให้เกิดความเป็นธรรมแก่ผู้ลงทุนและผู้เกี่ยวข้องทุกฝ่าย ซึ่งประกอ...
ข้อมูลที่ต้องเปิดเผยทันที มีอะไรบ้าง,1345189.txt,4.251634020561779,ตลาดหลักทรัพย์แห่งประเทศไทย  9.	ข้อมูลที่บริษัทจดทะเบียนต้องรายงานกับตลาดหลักทรัพย์ฯ 9.1	ข้อมูลเกี่ยวกับฐานะการเงินและผลการดำเนินงาน (Periodic Report) 	1.	ประเภทรายงานและกำหนดส่ง 		งบรายไตรมาส ฉบับสอบ...
ข้อมูลที่ต้องเปิดเผยทันที มีอะไรบ้าง,1345192.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
ข้อมูลที่ต้องเปิดเผยทันที มีอะไรบ้าง,1345193.txt,0.0,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  1.1	ประเภทของธุรกิจในไทย 5 ประเภท 	1.	กิจการเจ้าของคนเดียว 		*	เจ้าของคนเดียว 		*	ข้อดีคือ กฎระเบียบน้อย และไม่ต้องเสียภาษีนิติบุคคล 		*	ข้อเสียคือ เงิน...
ดัชนีผลตอบแทนรวม (Total Return Index) คืออะไร,1345190.txt,12.841743765500333,ตลาดหลักทรัพย์แห่งประเทศไทย  10.	ดัชนีหลักทรัพย์ 10.1	ความหมายและการนำไปใช้ประโยชน์ของดัชนีหลักทรัพย์ ดัชนีหลักทรัพย์ คือ ค่าทางสถิติที่ใช้วัดภาพรวมการเปลี่ยนแปลงของราคาหลักทรัพย์ ซึ่งนำมาใช้ประโยชน์ไ...
ดัชนีผลตอบแทนรวม (Total Return Index) คืออะไร,1345155.txt,3.133629669263808,"การวิเคราะห์และกลยุทธ์การลงทุนในกองทุนรวม  1.	การพิจารณาเลือกกองทุนรวม เพื่อให้ได้กองทุนรวมที่เหมาะสมกับผู้ลงทุนและจังหวะในการลงทุนนั้น จะต้องวิเคราะห์ทั้งตัวผู้ลงทุน, ข้อมูลกองทุน และสภาพแวดล้อมการลง..."
ดัชนีผลตอบแทนรวม (Total Return Index) คืออะไร,1345202.txt,2.881492377590838,ผลตอบแทนและความเสี่ยงของกองทุนรวม  4.	การวัดผลการดำเนินงานของกองทุนรวม นอกจากการเปรียบเทียบอัตราผลตอบแทนและความเสี่ยงของกองทุนแล้ว เครื่องมือการวัดที่เรามักนำมาใช้ คือ อัตราผลตอบแทนที่ปรับด้วยความเสี่...
ประโยชน์ของการปันผลเป็นหุ้นมีอะไรบ้าง,1345192.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  12.	ภาษีของการลงทุนในตราสารทุน เมื่อผู้ลงทุนได้รับผลตอบแทน ทั้งจากปันผล (Dividend) และกำไรจากส่วนต่างราคา (Capital Gain) ผู้ลงทุนมีหน้าที่ต้องเสียภาษี โดยแบ่งเป็น 3 กรณี ต...
ประโยชน์ของการปันผลเป็นหุ้นมีอะไรบ้าง,1345188.txt,0.0,ตลาดหลักทรัพย์แห่งประเทศไทย  8.	การกำกับดูแลการซื้อขายหลักทรัพย์ 8.1	หลักการและแนวทางการกำกับดูแล ตลาดหลักทรัพย์ฯ ใช้หลักการ การกำกับดูแลให้เกิดความเป็นธรรมแก่ผู้ลงทุนและผู้เกี่ยวข้องทุกฝ่าย ซึ่งประกอ...
ประโยชน์ของการปันผลเป็นหุ้นมีอะไรบ้าง,1345193.txt,0.0,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  1.1	ประเภทของธุรกิจในไทย 5 ประเภท 	1.	กิจการเจ้าของคนเดียว 		*	เจ้าของคนเดียว 		*	ข้อดีคือ กฎระเบียบน้อย และไม่ต้องเสียภาษีนิติบุคคล 		*	ข้อเสียคือ เงิน...
การประเมินมูลค่าด้วย PE Ratio มีกี่ขั้นตอน,1345153.txt,16.92511625537336,การประเมินมูลค่าหุ้นสามัญ  4.	Relative Valuation (วิธีการประเมินมูลค่าหุ้นเชิงสัมพัทธ์) คือ การประเมินค่าโดยใช้วิธีการเปรียบเทียบอัตราส่วนทางการเงินกับบริษัทอื่นที่มีลักษณะของธุรกิจคล้ายคลึงกัน หรืออา...
การประเมินมูลค่าด้วย PE Ratio มีกี่ขั้นตอน,1345195.txt,4.108885344139177,ประเภทของธุรกิจและที่มาของเงินทุนในการทำธุรกิจ  3.	ประเภทของตราสารทุน ตราสารทุนสามารถแบ่งออกเป็น 2 ประเภท คือ 1.หุ้นสามัญ 2.หุ้นบุริมสิทธิ 3.1	หุ้นสามัญ (Common Stock)  ซึ่งคนทั่วไปมักเรียกสั้นๆ ว่า “...
การประเมินมูลค่าด้วย PE Ratio มีกี่ขั้นตอน,1345202.txt,3.069959860635332,ผลตอบแทนและความเสี่ยงของกองทุนรวม  4.	การวัดผลการดำเนินงานของกองทุนรวม นอกจากการเปรียบเทียบอัตราผลตอบแทนและความเสี่ยงของกองทุนแล้ว เครื่องมือการวัดที่เรามักนำมาใช้ คือ อัตราผลตอบแทนที่ปรับด้วยความเสี่...
TE ที่ต่ำ คืออะไร,1345202.txt,8.951359501581525,ผลตอบแทนและความเสี่ยงของกองทุนรวม  4.	การวัดผลการดำเนินงานของกองทุนรวม นอกจากการเปรียบเทียบอัตราผลตอบแทนและความเสี่ยงของกองทุนแล้ว เครื่องมือการวัดที่เรามักนำมาใช้ คือ อัตราผลตอบแทนที่ปรับด้วยความเสี่...
TE ที่ต่ำ คืออะไร,1345158.txt,2.2657127285686136,ความรู้เบื้องต้นเกี่ยวกับกองทุนรวม  1.	ลักษณะของกองทุนรวม 1.1	ความหมายของกองทุนรวม 	กองทุนรวม คือ เครื่องมือการลงทุนทางอ้อมของผู้ลงทุน ที่มีหน้าที่นำเงินลงทุนจากผู้ลงทุนหลายๆ คน ไปลงทุนในสินทรัพย์ประเ...
