artifact_id,artifact_type,renderer_template_id,template_version,stored_page_index,output_path,extension,page_kind,source_fact_table,source_row_id_count,visible_field_count,visible_fields
BS-OPER-CNX-MAYA-2567-02,bank_statement,bank_statement_bbl,v1,2,renders/bank_statement/2024-02/BS-OPER-CNX-MAYA-2567-02_transactions_p2.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-02,bank_statement,bank_statement_bbl,v1,3,renders/bank_statement/2024-02/BS-OPER-CNX-MAYA-2567-02_transactions_p3.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-02,bank_statement,bank_statement_bbl,v1,4,renders/bank_statement/2024-02/BS-OPER-CNX-MAYA-2567-02_transactions_p4.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-02,bank_statement,bank_statement_bbl,v1,5,renders/bank_statement/2024-02/BS-OPER-CNX-MAYA-2567-02_transactions_p5.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-02,bank_statement,bank_statement_bbl,v1,6,renders/bank_statement/2024-02/BS-OPER-CNX-MAYA-2567-02_transactions_p6.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-02,bank_statement,bank_statement_bbl,v1,7,renders/bank_statement/2024-02/BS-OPER-CNX-MAYA-2567-02_transactions_p7.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-02,bank_statement,bank_statement_bbl,v1,8,renders/bank_statement/2024-02/BS-OPER-CNX-MAYA-2567-02_transactions_p8.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-03,bank_statement,bank_statement_bbl,v1,0,renders/bank_statement/2024-03/BS-OPER-CNX-MAYA-2567-03_header.png,.png,header,DIM_BANK_ACCOUNT,1,5,"('account_id', 'bank', 'account_number', 'account_role', 'currency')"
BS-OPER-CNX-MAYA-2567-03,bank_statement,bank_statement_bbl,v1,1,renders/bank_statement/2024-03/BS-OPER-CNX-MAYA-2567-03_transactions_p1.png,.png,page,FACT_BANK_TRANSACTION,114,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-03,bank_statement,bank_statement_bbl,v1,2,renders/bank_statement/2024-03/BS-OPER-CNX-MAYA-2567-03_transactions_p2.png,.png,page,FACT_BANK_TRANSACTION,114,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-03,bank_statement,bank_statement_bbl,v1,3,renders/bank_statement/2024-03/BS-OPER-CNX-MAYA-2567-03_transactions_p3.png,.png,page,FACT_BANK_TRANSACTION,114,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-03,bank_statement,bank_statement_bbl,v1,4,renders/bank_statement/2024-03/BS-OPER-CNX-MAYA-2567-03_transactions_p4.png,.png,page,FACT_BANK_TRANSACTION,114,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-03,bank_statement,bank_statement_bbl,v1,5,renders/bank_statement/2024-03/BS-OPER-CNX-MAYA-2567-03_transactions_p5.png,.png,page,FACT_BANK_TRANSACTION,114,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-03,bank_statement,bank_statement_bbl,v1,6,renders/bank_statement/2024-03/BS-OPER-CNX-MAYA-2567-03_transactions_p6.png,.png,page,FACT_BANK_TRANSACTION,114,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-03,bank_statement,bank_statement_bbl,v1,7,renders/bank_statement/2024-03/BS-OPER-CNX-MAYA-2567-03_transactions_p7.png,.png,page,FACT_BANK_TRANSACTION,114,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-03,bank_statement,bank_statement_bbl,v1,8,renders/bank_statement/2024-03/BS-OPER-CNX-MAYA-2567-03_transactions_p8.png,.png,page,FACT_BANK_TRANSACTION,114,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-04,bank_statement,bank_statement_bbl,v1,0,renders/bank_statement/2024-04/BS-OPER-CNX-MAYA-2567-04_header.png,.png,header,DIM_BANK_ACCOUNT,1,5,"('account_id', 'bank', 'account_number', 'account_role', 'currency')"
BS-OPER-CNX-MAYA-2567-04,bank_statement,bank_statement_bbl,v1,1,renders/bank_statement/2024-04/BS-OPER-CNX-MAYA-2567-04_transactions_p1.png,.png,page,FACT_BANK_TRANSACTION,93,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-04,bank_statement,bank_statement_bbl,v1,2,renders/bank_statement/2024-04/BS-OPER-CNX-MAYA-2567-04_transactions_p2.png,.png,page,FACT_BANK_TRANSACTION,93,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-04,bank_statement,bank_statement_bbl,v1,3,renders/bank_statement/2024-04/BS-OPER-CNX-MAYA-2567-04_transactions_p3.png,.png,page,FACT_BANK_TRANSACTION,93,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-04,bank_statement,bank_statement_bbl,v1,4,renders/bank_statement/2024-04/BS-OPER-CNX-MAYA-2567-04_transactions_p4.png,.png,page,FACT_BANK_TRANSACTION,93,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-04,bank_statement,bank_statement_bbl,v1,5,renders/bank_statement/2024-04/BS-OPER-CNX-MAYA-2567-04_transactions_p5.png,.png,page,FACT_BANK_TRANSACTION,93,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-04,bank_statement,bank_statement_bbl,v1,6,renders/bank_statement/2024-04/BS-OPER-CNX-MAYA-2567-04_transactions_p6.png,.png,page,FACT_BANK_TRANSACTION,93,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-05,bank_statement,bank_statement_bbl,v1,0,renders/bank_statement/2024-05/BS-OPER-CNX-MAYA-2567-05_header.png,.png,header,DIM_BANK_ACCOUNT,1,5,"('account_id', 'bank', 'account_number', 'account_role', 'currency')"
BS-OPER-CNX-MAYA-2567-05,bank_statement,bank_statement_bbl,v1,1,renders/bank_statement/2024-05/BS-OPER-CNX-MAYA-2567-05_transactions_p1.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-05,bank_statement,bank_statement_bbl,v1,2,renders/bank_statement/2024-05/BS-OPER-CNX-MAYA-2567-05_transactions_p2.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-05,bank_statement,bank_statement_bbl,v1,3,renders/bank_statement/2024-05/BS-OPER-CNX-MAYA-2567-05_transactions_p3.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-05,bank_statement,bank_statement_bbl,v1,4,renders/bank_statement/2024-05/BS-OPER-CNX-MAYA-2567-05_transactions_p4.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-05,bank_statement,bank_statement_bbl,v1,5,renders/bank_statement/2024-05/BS-OPER-CNX-MAYA-2567-05_transactions_p5.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-05,bank_statement,bank_statement_bbl,v1,6,renders/bank_statement/2024-05/BS-OPER-CNX-MAYA-2567-05_transactions_p6.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-05,bank_statement,bank_statement_bbl,v1,7,renders/bank_statement/2024-05/BS-OPER-CNX-MAYA-2567-05_transactions_p7.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-05,bank_statement,bank_statement_bbl,v1,8,renders/bank_statement/2024-05/BS-OPER-CNX-MAYA-2567-05_transactions_p8.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-06,bank_statement,bank_statement_bbl,v1,0,renders/bank_statement/2024-06/BS-OPER-CNX-MAYA-2567-06_header.png,.png,header,DIM_BANK_ACCOUNT,1,5,"('account_id', 'bank', 'account_number', 'account_role', 'currency')"
BS-OPER-CNX-MAYA-2567-06,bank_statement,bank_statement_bbl,v1,1,renders/bank_statement/2024-06/BS-OPER-CNX-MAYA-2567-06_transactions_p1.png,.png,page,FACT_BANK_TRANSACTION,105,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-06,bank_statement,bank_statement_bbl,v1,2,renders/bank_statement/2024-06/BS-OPER-CNX-MAYA-2567-06_transactions_p2.png,.png,page,FACT_BANK_TRANSACTION,105,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-06,bank_statement,bank_statement_bbl,v1,3,renders/bank_statement/2024-06/BS-OPER-CNX-MAYA-2567-06_transactions_p3.png,.png,page,FACT_BANK_TRANSACTION,105,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-06,bank_statement,bank_statement_bbl,v1,4,renders/bank_statement/2024-06/BS-OPER-CNX-MAYA-2567-06_transactions_p4.png,.png,page,FACT_BANK_TRANSACTION,105,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-06,bank_statement,bank_statement_bbl,v1,5,renders/bank_statement/2024-06/BS-OPER-CNX-MAYA-2567-06_transactions_p5.png,.png,page,FACT_BANK_TRANSACTION,105,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-06,bank_statement,bank_statement_bbl,v1,6,renders/bank_statement/2024-06/BS-OPER-CNX-MAYA-2567-06_transactions_p6.png,.png,page,FACT_BANK_TRANSACTION,105,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-06,bank_statement,bank_statement_bbl,v1,7,renders/bank_statement/2024-06/BS-OPER-CNX-MAYA-2567-06_transactions_p7.png,.png,page,FACT_BANK_TRANSACTION,105,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-07,bank_statement,bank_statement_bbl,v1,0,renders/bank_statement/2024-07/BS-OPER-CNX-MAYA-2567-07_header.png,.png,header,DIM_BANK_ACCOUNT,1,5,"('account_id', 'bank', 'account_number', 'account_role', 'currency')"
BS-OPER-CNX-MAYA-2567-07,bank_statement,bank_statement_bbl,v1,1,renders/bank_statement/2024-07/BS-OPER-CNX-MAYA-2567-07_transactions_p1.png,.png,page,FACT_BANK_TRANSACTION,116,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-07,bank_statement,bank_statement_bbl,v1,2,renders/bank_statement/2024-07/BS-OPER-CNX-MAYA-2567-07_transactions_p2.png,.png,page,FACT_BANK_TRANSACTION,116,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-07,bank_statement,bank_statement_bbl,v1,3,renders/bank_statement/2024-07/BS-OPER-CNX-MAYA-2567-07_transactions_p3.png,.png,page,FACT_BANK_TRANSACTION,116,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-07,bank_statement,bank_statement_bbl,v1,4,renders/bank_statement/2024-07/BS-OPER-CNX-MAYA-2567-07_transactions_p4.png,.png,page,FACT_BANK_TRANSACTION,116,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-07,bank_statement,bank_statement_bbl,v1,5,renders/bank_statement/2024-07/BS-OPER-CNX-MAYA-2567-07_transactions_p5.png,.png,page,FACT_BANK_TRANSACTION,116,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-07,bank_statement,bank_statement_bbl,v1,6,renders/bank_statement/2024-07/BS-OPER-CNX-MAYA-2567-07_transactions_p6.png,.png,page,FACT_BANK_TRANSACTION,116,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-07,bank_statement,bank_statement_bbl,v1,7,renders/bank_statement/2024-07/BS-OPER-CNX-MAYA-2567-07_transactions_p7.png,.png,page,FACT_BANK_TRANSACTION,116,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-07,bank_statement,bank_statement_bbl,v1,8,renders/bank_statement/2024-07/BS-OPER-CNX-MAYA-2567-07_transactions_p8.png,.png,page,FACT_BANK_TRANSACTION,116,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-08,bank_statement,bank_statement_bbl,v1,0,renders/bank_statement/2024-08/BS-OPER-CNX-MAYA-2567-08_header.png,.png,header,DIM_BANK_ACCOUNT,1,5,"('account_id', 'bank', 'account_number', 'account_role', 'currency')"
BS-OPER-CNX-MAYA-2567-08,bank_statement,bank_statement_bbl,v1,1,renders/bank_statement/2024-08/BS-OPER-CNX-MAYA-2567-08_transactions_p1.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-08,bank_statement,bank_statement_bbl,v1,2,renders/bank_statement/2024-08/BS-OPER-CNX-MAYA-2567-08_transactions_p2.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-08,bank_statement,bank_statement_bbl,v1,3,renders/bank_statement/2024-08/BS-OPER-CNX-MAYA-2567-08_transactions_p3.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-08,bank_statement,bank_statement_bbl,v1,4,renders/bank_statement/2024-08/BS-OPER-CNX-MAYA-2567-08_transactions_p4.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-08,bank_statement,bank_statement_bbl,v1,5,renders/bank_statement/2024-08/BS-OPER-CNX-MAYA-2567-08_transactions_p5.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-08,bank_statement,bank_statement_bbl,v1,6,renders/bank_statement/2024-08/BS-OPER-CNX-MAYA-2567-08_transactions_p6.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-08,bank_statement,bank_statement_bbl,v1,7,renders/bank_statement/2024-08/BS-OPER-CNX-MAYA-2567-08_transactions_p7.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-08,bank_statement,bank_statement_bbl,v1,8,renders/bank_statement/2024-08/BS-OPER-CNX-MAYA-2567-08_transactions_p8.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-09,bank_statement,bank_statement_bbl,v1,0,renders/bank_statement/2024-09/BS-OPER-CNX-MAYA-2567-09_header.png,.png,header,DIM_BANK_ACCOUNT,1,5,"('account_id', 'bank', 'account_number', 'account_role', 'currency')"
BS-OPER-CNX-MAYA-2567-09,bank_statement,bank_statement_bbl,v1,1,renders/bank_statement/2024-09/BS-OPER-CNX-MAYA-2567-09_transactions_p1.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-09,bank_statement,bank_statement_bbl,v1,2,renders/bank_statement/2024-09/BS-OPER-CNX-MAYA-2567-09_transactions_p2.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-09,bank_statement,bank_statement_bbl,v1,3,renders/bank_statement/2024-09/BS-OPER-CNX-MAYA-2567-09_transactions_p3.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-09,bank_statement,bank_statement_bbl,v1,4,renders/bank_statement/2024-09/BS-OPER-CNX-MAYA-2567-09_transactions_p4.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-09,bank_statement,bank_statement_bbl,v1,5,renders/bank_statement/2024-09/BS-OPER-CNX-MAYA-2567-09_transactions_p5.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-09,bank_statement,bank_statement_bbl,v1,6,renders/bank_statement/2024-09/BS-OPER-CNX-MAYA-2567-09_transactions_p6.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-09,bank_statement,bank_statement_bbl,v1,7,renders/bank_statement/2024-09/BS-OPER-CNX-MAYA-2567-09_transactions_p7.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-09,bank_statement,bank_statement_bbl,v1,8,renders/bank_statement/2024-09/BS-OPER-CNX-MAYA-2567-09_transactions_p8.png,.png,page,FACT_BANK_TRANSACTION,112,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-10,bank_statement,bank_statement_bbl,v1,0,renders/bank_statement/2024-10/BS-OPER-CNX-MAYA-2567-10_header.png,.png,header,DIM_BANK_ACCOUNT,1,5,"('account_id', 'bank', 'account_number', 'account_role', 'currency')"
BS-OPER-CNX-MAYA-2567-10,bank_statement,bank_statement_bbl,v1,1,renders/bank_statement/2024-10/BS-OPER-CNX-MAYA-2567-10_transactions_p1.png,.png,page,FACT_BANK_TRANSACTION,117,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-10,bank_statement,bank_statement_bbl,v1,2,renders/bank_statement/2024-10/BS-OPER-CNX-MAYA-2567-10_transactions_p2.png,.png,page,FACT_BANK_TRANSACTION,117,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-10,bank_statement,bank_statement_bbl,v1,3,renders/bank_statement/2024-10/BS-OPER-CNX-MAYA-2567-10_transactions_p3.png,.png,page,FACT_BANK_TRANSACTION,117,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-10,bank_statement,bank_statement_bbl,v1,4,renders/bank_statement/2024-10/BS-OPER-CNX-MAYA-2567-10_transactions_p4.png,.png,page,FACT_BANK_TRANSACTION,117,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-10,bank_statement,bank_statement_bbl,v1,5,renders/bank_statement/2024-10/BS-OPER-CNX-MAYA-2567-10_transactions_p5.png,.png,page,FACT_BANK_TRANSACTION,117,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-10,bank_statement,bank_statement_bbl,v1,6,renders/bank_statement/2024-10/BS-OPER-CNX-MAYA-2567-10_transactions_p6.png,.png,page,FACT_BANK_TRANSACTION,117,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-10,bank_statement,bank_statement_bbl,v1,7,renders/bank_statement/2024-10/BS-OPER-CNX-MAYA-2567-10_transactions_p7.png,.png,page,FACT_BANK_TRANSACTION,117,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-10,bank_statement,bank_statement_bbl,v1,8,renders/bank_statement/2024-10/BS-OPER-CNX-MAYA-2567-10_transactions_p8.png,.png,page,FACT_BANK_TRANSACTION,117,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-11,bank_statement,bank_statement_bbl,v1,0,renders/bank_statement/2024-11/BS-OPER-CNX-MAYA-2567-11_header.png,.png,header,DIM_BANK_ACCOUNT,1,5,"('account_id', 'bank', 'account_number', 'account_role', 'currency')"
BS-OPER-CNX-MAYA-2567-11,bank_statement,bank_statement_bbl,v1,1,renders/bank_statement/2024-11/BS-OPER-CNX-MAYA-2567-11_transactions_p1.png,.png,page,FACT_BANK_TRANSACTION,109,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-11,bank_statement,bank_statement_bbl,v1,2,renders/bank_statement/2024-11/BS-OPER-CNX-MAYA-2567-11_transactions_p2.png,.png,page,FACT_BANK_TRANSACTION,109,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-11,bank_statement,bank_statement_bbl,v1,3,renders/bank_statement/2024-11/BS-OPER-CNX-MAYA-2567-11_transactions_p3.png,.png,page,FACT_BANK_TRANSACTION,109,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-11,bank_statement,bank_statement_bbl,v1,4,renders/bank_statement/2024-11/BS-OPER-CNX-MAYA-2567-11_transactions_p4.png,.png,page,FACT_BANK_TRANSACTION,109,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-11,bank_statement,bank_statement_bbl,v1,5,renders/bank_statement/2024-11/BS-OPER-CNX-MAYA-2567-11_transactions_p5.png,.png,page,FACT_BANK_TRANSACTION,109,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-11,bank_statement,bank_statement_bbl,v1,6,renders/bank_statement/2024-11/BS-OPER-CNX-MAYA-2567-11_transactions_p6.png,.png,page,FACT_BANK_TRANSACTION,109,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-11,bank_statement,bank_statement_bbl,v1,7,renders/bank_statement/2024-11/BS-OPER-CNX-MAYA-2567-11_transactions_p7.png,.png,page,FACT_BANK_TRANSACTION,109,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-12,bank_statement,bank_statement_bbl,v1,0,renders/bank_statement/2024-12/BS-OPER-CNX-MAYA-2567-12_header.png,.png,header,DIM_BANK_ACCOUNT,1,5,"('account_id', 'bank', 'account_number', 'account_role', 'currency')"
BS-OPER-CNX-MAYA-2567-12,bank_statement,bank_statement_bbl,v1,1,renders/bank_statement/2024-12/BS-OPER-CNX-MAYA-2567-12_transactions_p1.png,.png,page,FACT_BANK_TRANSACTION,117,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-12,bank_statement,bank_statement_bbl,v1,2,renders/bank_statement/2024-12/BS-OPER-CNX-MAYA-2567-12_transactions_p2.png,.png,page,FACT_BANK_TRANSACTION,117,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-12,bank_statement,bank_statement_bbl,v1,3,renders/bank_statement/2024-12/BS-OPER-CNX-MAYA-2567-12_transactions_p3.png,.png,page,FACT_BANK_TRANSACTION,117,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-12,bank_statement,bank_statement_bbl,v1,4,renders/bank_statement/2024-12/BS-OPER-CNX-MAYA-2567-12_transactions_p4.png,.png,page,FACT_BANK_TRANSACTION,117,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
BS-OPER-CNX-MAYA-2567-12,bank_statement,bank_statement_bbl,v1,5,renders/bank_statement/2024-12/BS-OPER-CNX-MAYA-2567-12_transactions_p5.png,.png,page,FACT_BANK_TRANSACTION,117,6,"('account_id', 'business_event_date', 'transaction_type', 'amount_thb', 'balance_after_thb', 'description')"
