store_id,product_id,spell_id,stockout_days
5,36,17902,2
3,37,10303,2
3,37,10305,2
3,37,10307,2
10,8,35282,2
7,5,23408,2
3,37,10313,2
3,37,10315,2
5,38,17979,2
5,37,17908,2
3,38,10418,2
9,47,34182,2
5,37,17914,2
3,37,10327,2
5,38,17983,2
7,5,23414,2
5,37,17918,2
1,1,12,2
1,1,14,2
10,8,35284,2
10,8,35286,2
8,9,27451,2
8,9,27453,2
3,39,10423,2
9,25,32630,2
1,1,20,2
3,39,10427,2
10,8,35290,2
5,37,17938,2
10,42,37838,2
5,38,17987,2
1,1,26,2
3,38,10366,2
8,51,30457,2
5,38,17991,2
5,37,17950,2
7,6,23441,2
3,39,10435,2
5,38,17995,2
3,38,10380,2
3,39,10441,2
1,1,44,2
9,25,32634,2
9,47,34196,2
3,39,10449,2
3,38,10392,2
5,38,18003,2
8,9,27469,2
3,39,10453,2
5,38,17971,2
1,1,58,2
8,9,27473,2
8,9,27475,2
3,38,10408,2
5,38,17977,2
3,38,10412,2
10,51,38395,2
5,38,18007,2
7,6,23473,2
10,51,38431,2
5,38,18013,2
10,52,38443,2
10,52,38457,2
10,52,38481,2
10,53,38524,2
10,53,38526,2
10,53,38530,2
10,46,38053,2
10,53,38538,2
10,53,38540,2
3,39,10475,2
10,55,38569,2
10,56,38598,2
10,57,38605,2
11,1,38639,2
3,39,10479,2
11,1,38645,2
7,6,23481,2
11,1,38665,2
5,38,18025,2
11,1,38669,2
11,1,38671,2
11,1,38673,2
11,1,38681,2
11,1,38683,2
11,1,38687,2
9,25,32642,2
11,2,38704,2
11,2,38706,2
11,2,38708,2
1,2,98,2
11,2,38722,2
11,2,38724,2
11,2,38730,2
11,2,38734,2
11,2,38746,2
11,2,38748,2
1,2,102,2
11,2,38770,2
11,2,38776,2
1,2,104,2
8,51,30471,2
11,2,38784,2
10,33,37187,2
11,3,38821,2
11,3,38823,2
11,3,38827,2
11,3,38831,2
11,3,38833,2
11,3,38837,2
11,3,38841,2
11,3,38851,2
3,40,10498,2
11,3,38865,2
11,3,38867,2
11,3,38869,2
11,3,38887,2
11,4,38893,2
1,2,122,2
1,2,124,2
9,47,34204,2
11,4,38909,2
11,4,38917,2
11,4,38933,2
11,4,38935,2
11,4,38937,2
11,5,38954,2
8,10,27502,2
1,2,130,2
11,5,38976,2
11,5,38982,2
11,5,38984,2
11,5,38986,2
11,5,39004,2
11,5,39008,2
11,5,39020,2
11,5,39026,2
11,5,39032,2
8,51,30479,2
7,7,23502,2
1,2,140,2
1,2,142,2
11,6,39061,2
11,6,39063,2
11,6,39067,2
11,6,39069,2
1,3,149,2
11,6,39075,2
11,6,39079,2
11,6,39081,2
11,7,39102,2
1,3,151,2
1,3,155,2
9,25,32650,2
5,39,18054,2
11,7,39136,2
11,7,39146,2
11,8,39173,2
7,7,23508,2
11,8,39183,2
10,8,35302,2
5,39,18060,2
11,8,39191,2
1,3,171,2
11,8,39199,2
10,8,35304,2
11,9,39244,2
11,9,39246,2
1,3,175,2
11,9,39256,2
11,9,39262,2
11,9,39264,2
11,9,39276,2
11,9,39280,2
8,10,27516,2
7,7,23520,2
11,10,39323,2
11,10,39329,2
7,7,23522,2
11,10,39351,2
3,40,10542,2
11,10,39359,2
11,10,39363,2
11,10,39369,2
11,10,39371,2
11,10,39403,2
5,39,18076,2
11,11,39412,2
11,11,39418,2
11,11,39430,2
8,10,27522,2
5,39,18080,2
3,40,10550,2
11,11,39454,2
11,11,39460,2
11,11,39464,2
11,11,39472,2
11,11,39476,2
7,7,23528,2
11,12,39493,2
11,12,39503,2
11,12,39517,2
1,3,203,2
11,12,39527,2
3,40,10554,2
5,39,18084,2
11,12,39545,2
5,39,18086,2
10,27,36757,2
11,13,39562,2
11,13,39564,2
11,13,39572,2
11,13,39574,2
11,13,39576,2
11,13,39578,2
11,13,39588,2
11,13,39592,2
11,13,39606,2
11,13,39608,2
11,13,39610,2
11,13,39616,2
11,13,39618,2
11,13,39620,2
11,13,39622,2
11,13,39626,2
11,13,39634,2
11,13,39644,2
5,39,18090,2
11,13,39656,2
1,3,221,2
3,41,10571,2
1,3,225,2
5,39,18096,2
8,10,27528,2
8,51,30495,2
3,41,10579,2
8,51,30497,2
11,14,39691,2
11,14,39693,2
11,14,39697,2
11,14,39699,2
11,15,39706,2
8,10,27536,2
11,15,39714,2
11,15,39736,2
11,15,39738,2
11,15,39740,2
11,15,39754,2
11,15,39772,2
11,15,39774,2
11,16,39779,2
11,16,39793,2
1,4,242,2
11,16,39803,2
11,16,39809,2
1,4,244,2
11,16,39819,2
11,16,39827,2
11,17,39832,2
11,17,39858,2
11,17,39866,2
11,17,39872,2
11,18,39897,2
11,18,39903,2
3,41,10587,2
8,51,30501,2
9,25,32666,2
11,18,39923,2
11,18,39933,2
1,4,254,2
11,18,39939,2
11,18,39943,2
11,19,39956,2
1,4,256,2
11,19,39982,2
11,19,39990,2
11,19,39992,2
11,19,39998,2
11,19,40000,2
8,52,30507,2
11,19,40008,2
11,20,40031,2
9,25,32668,2
7,7,23556,2
11,20,40043,2
3,41,10601,2
1,4,270,2
8,52,30513,2
11,20,40059,2
3,41,10607,2
11,20,40069,2
1,4,276,2
1,4,278,2
1,4,280,2
10,37,37475,2
11,21,40097,2
11,21,40101,2
11,21,40115,2
10,28,36764,2
8,52,30519,2
11,21,40131,2
10,37,37477,2
11,22,40168,2
11,22,40172,2
7,8,23571,2
11,22,40182,2
11,22,40198,2
1,5,293,2
3,42,10622,2
11,23,40237,2
11,23,40239,2
11,23,40247,2
11,23,40273,2
11,23,40279,2
11,23,40285,2
11,23,40289,2
11,23,40291,2
11,23,40295,2
1,5,301,2
11,23,40305,2
11,23,40307,2
11,23,40309,2
11,23,40311,2
11,24,40336,2
10,33,37193,2
8,10,27564,2
11,24,40358,2
11,24,40360,2
11,24,40380,2
11,24,40388,2
11,24,40390,2
11,24,40408,2
11,25,40425,2
11,25,40427,2
11,25,40429,2
11,25,40431,2
11,25,40435,2
11,25,40437,2
11,25,40441,2
10,20,36160,2
11,25,40467,2
11,25,40475,2
1,5,317,2
11,25,40495,2
11,25,40501,2
11,25,40509,2
9,48,34229,2
11,26,40524,2
11,26,40526,2
11,26,40532,2
11,26,40536,2
3,42,10638,2
11,26,40556,2
11,27,40567,2
1,5,325,2
11,27,40587,2
11,27,40595,2
11,27,40599,2
11,27,40601,2
1,5,327,2
11,27,40611,2
11,27,40615,2
11,28,40626,2
11,28,40628,2
11,28,40636,2
3,42,10640,2
11,28,40642,2
7,8,23585,2
11,28,40650,2
11,28,40678,2
11,28,40680,2
11,28,40684,2
11,28,40700,2
11,28,40704,2
11,29,40713,2
11,29,40715,2
5,40,18155,2
11,29,40745,2
11,29,40755,2
7,8,23591,2
11,29,40761,2
11,29,40765,2
11,29,40775,2
11,29,40777,2
11,30,40782,2
8,10,27574,2
1,5,345,2
11,30,40790,2
11,30,40796,2
11,30,40806,2
3,42,10660,2
11,30,40812,2
11,30,40816,2
11,30,40824,2
11,30,40830,2
11,30,40838,2
11,30,40842,2
1,5,353,2
11,31,40871,2
1,5,357,2
11,31,40889,2
11,31,40891,2
11,31,40899,2
1,5,359,2
1,5,365,2
11,31,40913,2
11,31,40923,2
11,31,40931,2
8,10,27580,2
1,5,379,2
11,32,40950,2
5,40,18177,2
11,32,40954,2
11,32,40958,2
5,40,18179,2
11,32,40990,2
11,33,41023,2
11,33,41043,2
11,34,41054,2
11,34,41060,2
11,34,41072,2
11,34,41074,2
7,8,23609,2
11,34,41096,2
1,5,387,2
9,26,32692,2
5,40,18185,2
11,35,41117,2
1,6,396,2
9,48,34237,2
11,35,41125,2
5,40,18189,2
1,6,404,2
10,8,35330,2
11,35,41145,2
8,52,30543,2
10,20,36170,2
1,6,414,2
3,43,10701,2
11,35,41173,2
11,36,41196,2
11,36,41204,2
8,52,30549,2
11,36,41212,2
11,36,41220,2
11,36,41222,2
11,36,41232,2
11,36,41234,2
1,6,420,2
11,36,41248,2
1,6,422,2
11,37,41269,2
11,37,41271,2
1,6,424,2
5,40,18203,2
1,6,432,2
11,37,41287,2
11,37,41295,2
11,37,41303,2
9,48,34245,2
5,40,18209,2
8,11,27603,2
11,37,41321,2
11,38,41338,2
5,40,18213,2
11,38,41354,2
11,38,41356,2
11,38,41360,2
11,38,41364,2
11,38,41366,2
11,38,41374,2
11,38,41384,2
11,38,41390,2
1,6,446,2
11,38,41396,2
9,26,32706,2
11,38,41404,2
11,38,41406,2
5,40,18217,2
5,40,18219,2
11,39,41421,2
11,39,41423,2
11,39,41429,2
11,39,41443,2
11,39,41459,2
7,9,23635,2
1,6,456,2
5,41,18226,2
11,39,41467,2
11,40,41489,2
11,40,41499,2
11,40,41507,2
8,11,27607,2
5,41,18230,2
11,40,41519,2
11,40,41543,2
11,41,41558,2
11,41,41566,2
10,33,37197,2
11,41,41584,2
11,41,41586,2
11,41,41588,2
11,41,41594,2
11,42,41621,2
11,42,41627,2
11,42,41629,2
11,42,41637,2
1,7,473,2
11,42,41649,2
11,42,41657,2
11,42,41681,2
11,42,41685,2
11,43,41688,2
11,43,41706,2
11,43,41710,2
1,7,479,2
11,43,41716,2
11,44,41727,2
11,44,41731,2
5,41,18238,2
11,44,41739,2
11,44,41753,2
11,44,41759,2
11,44,41769,2
11,44,41777,2
11,45,41787,2
11,45,41799,2
1,7,483,2
11,46,41854,2
11,46,41858,2
11,46,41872,2
11,46,41884,2
9,26,32714,2
7,9,23649,2
11,47,41908,2
11,47,41942,2
11,47,41944,2
11,47,41946,2
11,47,41948,2
9,48,34253,2
11,48,41989,2
11,48,42003,2
11,48,42005,2
3,44,10756,2
1,7,501,2
11,48,42011,2
11,48,42013,2
11,48,42019,2
10,40,37686,2
1,7,505,2
11,48,42033,2
11,49,42039,2
11,49,42049,2
11,49,42063,2
3,44,10760,2
11,49,42073,2
11,50,42090,2
11,50,42092,2
11,50,42102,2
11,50,42106,2
11,50,42112,2
5,41,18250,2
11,50,42142,2
3,44,10764,2
11,50,42146,2
11,50,42148,2
5,41,18252,2
11,50,42166,2
11,51,42192,2
11,51,42194,2
11,51,42204,2
9,26,32722,2
11,51,42216,2
11,51,42224,2
11,51,42226,2
11,51,42232,2
11,52,42241,2
5,41,18256,2
11,52,42267,2
11,52,42271,2
11,52,42283,2
11,52,42289,2
11,53,42300,2
11,53,42304,2
11,53,42310,2
11,53,42314,2
11,53,42318,2
11,53,42356,2
11,57,42392,2
9,26,32724,2
5,41,18260,2
12,1,42403,2
8,11,27629,2
12,1,42421,2
1,8,532,2
12,1,42431,2
3,45,10783,2
8,11,27633,2
12,1,42445,2
12,1,42449,2
12,1,42455,2
12,2,42461,2
12,2,42465,2
7,9,23667,2
12,2,42479,2
5,41,18272,2
12,2,42489,2
1,8,542,2
12,2,42527,2
12,2,42537,2
12,3,42544,2
12,3,42548,2
1,8,548,2
5,41,18278,2
7,9,23675,2
12,3,42594,2
1,8,562,2
1,8,566,2
1,8,568,2
1,8,570,2
12,3,42620,2
12,3,42636,2
12,4,42639,2
12,4,42643,2
12,4,42659,2
1,8,572,2
3,45,10805,2
3,45,10809,2
12,4,42675,2
12,4,42679,2
12,4,42683,2
12,5,42704,2
12,5,42706,2
12,5,42710,2
12,5,42732,2
3,45,10811,2
3,45,10813,2
12,5,42758,2
8,52,30577,2
12,5,42774,2
8,52,30579,2
12,6,42785,2
5,42,18295,2
5,42,18297,2
10,28,36780,2
12,6,42807,2
12,6,42811,2
12,6,42815,2
1,9,601,2
12,6,42819,2
12,6,42827,2
8,11,27643,2
12,6,42837,2
12,6,42839,2
12,7,42866,2
12,7,42874,2
3,45,10833,2
12,8,42905,2
12,8,42909,2
12,8,42915,2
7,9,23693,2
12,8,42933,2
12,8,42943,2
12,8,42971,2
9,48,34261,2
12,8,42989,2
12,9,42994,2
12,9,43002,2
12,9,43020,2
12,9,43028,2
3,45,10843,2
12,9,43038,2
8,12,27650,2
12,9,43052,2
12,9,43056,2
10,9,35346,2
8,12,27654,2
7,10,23706,2
7,10,23708,2
12,10,43081,2
12,10,43089,2
12,10,43091,2
12,10,43097,2
12,10,43117,2
3,46,10856,2
12,11,43139,2
7,10,23710,2
12,11,43161,2
3,46,10860,2
12,11,43167,2
12,11,43183,2
12,12,43186,2
7,10,23712,2
12,12,43192,2
12,12,43210,2
10,28,36782,2
12,12,43214,2
12,12,43226,2
5,42,18331,2
12,12,43232,2
12,12,43234,2
12,12,43238,2
12,12,43252,2
7,10,23718,2
5,42,18335,2
12,13,43283,2
8,52,30593,2
12,13,43307,2
12,13,43315,2
12,13,43317,2
12,13,43325,2
1,9,655,2
12,13,43331,2
12,14,43334,2
12,14,43336,2
8,52,30595,2
10,9,35350,2
12,14,43344,2
12,14,43350,2
1,10,664,2
12,14,43360,2
12,14,43366,2
1,10,668,2
1,10,670,2
12,14,43374,2
3,46,10884,2
12,14,43382,2
12,14,43384,2
12,15,43413,2
1,10,678,2
12,15,43447,2
12,15,43449,2
12,15,43451,2
12,15,43457,2
12,15,43461,2
12,16,43468,2
12,16,43470,2
12,16,43482,2
12,16,43492,2
12,16,43494,2
12,16,43512,2
3,46,10886,2
12,17,43526,2
12,17,43536,2
12,17,43540,2
12,17,43544,2
10,9,35352,2
12,17,43550,2
3,46,10890,2
12,17,43556,2
12,17,43564,2
12,18,43600,2
12,18,43604,2
12,18,43612,2
10,48,38208,2
1,10,688,2
3,46,10894,2
8,12,27676,2
12,18,43632,2
12,18,43638,2
12,18,43642,2
12,18,43644,2
12,19,43649,2
1,10,698,2
3,47,10904,2
12,19,43659,2
3,47,10906,2
12,19,43701,2
3,47,10908,2
12,19,43705,2
12,20,43728,2
12,20,43744,2
12,20,43746,2
12,20,43748,2
12,20,43760,2
3,47,10910,2
3,47,10914,2
12,20,43768,2
12,20,43780,2
5,43,18361,2
1,10,720,2
12,20,43802,2
12,21,43817,2
12,21,43821,2
12,21,43829,2
12,21,43833,2
12,21,43835,2
9,27,32751,2
12,21,43841,2
3,47,10922,2
7,10,23746,2
8,12,27686,2
12,21,43861,2
12,21,43863,2
7,10,23752,2
12,21,43871,2
12,21,43883,2
12,21,43885,2
3,47,10934,2
8,12,27688,2
12,22,43910,2
1,10,742,2
5,43,18377,2
12,22,43916,2
12,22,43918,2
12,22,43926,2
5,43,18381,2
7,10,23758,2
8,53,30618,2
7,10,23768,2
12,22,43940,2
8,53,30620,2
12,22,43964,2
12,22,43966,2
3,47,10960,2
12,23,43985,2
12,23,43991,2
12,23,43997,2
12,23,43999,2
12,23,44003,2
12,23,44007,2
12,23,44013,2
1,11,768,2
12,23,44033,2
12,23,44035,2
12,24,44042,2
12,24,44044,2
3,47,10962,2
12,24,44064,2
10,9,35358,2
10,21,36185,2
12,24,44078,2
12,24,44092,2
7,10,23776,2
12,24,44106,2
12,24,44110,2
12,24,44114,2
12,24,44120,2
3,48,10971,2
12,25,44137,2
12,25,44139,2
12,25,44157,2
10,21,36187,2
12,25,44175,2
12,25,44179,2
12,25,44181,2
9,48,34285,2
12,26,44195,2
12,26,44197,2
12,26,44199,2
12,26,44201,2
12,26,44213,2
7,10,23784,2
12,26,44227,2
12,26,44229,2
12,26,44237,2
12,26,44239,2
12,26,44249,2
12,26,44251,2
12,26,44253,2
3,48,10985,2
12,27,44257,2
12,27,44259,2
1,11,796,2
12,27,44265,2
12,27,44273,2
3,48,10987,2
1,11,802,2
12,27,44291,2
8,53,30632,2
12,27,44301,2
12,27,44305,2
12,28,44308,2
12,28,44318,2
8,53,30634,2
12,28,44330,2
3,48,10995,2
12,28,44354,2
12,28,44358,2
12,28,44360,2
12,28,44376,2
3,48,11001,2
12,29,44395,2
12,29,44399,2
10,9,35366,2
12,29,44405,2
12,29,44427,2
12,29,44431,2
12,29,44435,2
9,48,34289,2
12,29,44445,2
12,29,44451,2
12,30,44458,2
5,44,18430,2
8,13,27719,2
12,30,44466,2
12,30,44468,2
12,30,44476,2
12,30,44486,2
12,30,44490,2
12,30,44494,2
10,9,35368,2
12,31,44515,2
12,31,44521,2
5,44,18436,2
12,31,44531,2
5,44,18438,2
1,12,841,2
12,31,44563,2
12,32,44602,2
12,32,44604,2
12,32,44606,2
12,32,44610,2
12,32,44620,2
8,13,27723,2
1,12,845,2
12,32,44636,2
1,12,849,2
12,32,44654,2
10,9,35372,2
12,33,44674,2
12,33,44676,2
12,33,44688,2
12,33,44724,2
1,12,857,2
12,34,44756,2
12,34,44758,2
12,34,44768,2
12,34,44770,2
1,12,861,2
12,34,44774,2
12,34,44776,2
3,49,11034,2
12,34,44782,2
12,34,44784,2
12,34,44790,2
12,35,44799,2
12,35,44803,2
12,35,44805,2
12,35,44809,2
12,35,44813,2
12,35,44815,2
12,35,44821,2
1,12,867,2
12,35,44831,2
8,13,27733,2
12,35,44843,2
12,35,44855,2
12,35,44859,2
12,35,44863,2
12,35,44867,2
12,35,44873,2
8,53,30650,2
12,35,44877,2
12,35,44879,2
12,36,44892,2
12,36,44894,2
12,36,44898,2
10,9,35374,2
8,13,27739,2
3,49,11048,2
3,49,11050,2
3,49,11052,2
1,13,888,2
1,13,892,2
3,49,11058,2
12,36,44954,2
12,37,44965,2
12,37,44973,2
12,37,44975,2
12,37,44981,2
3,49,11060,2
12,37,44995,2
12,37,45009,2
12,37,45021,2
12,37,45027,2
12,37,45033,2
12,37,45037,2
12,37,45043,2
12,37,45047,2
1,13,900,2
9,49,34302,2
1,13,906,2
12,38,45064,2
12,38,45066,2
12,38,45068,2
12,38,45070,2
12,38,45072,2
12,38,45082,2
12,38,45094,2
12,38,45108,2
12,38,45110,2
12,38,45112,2
12,38,45116,2
12,38,45124,2
3,49,11064,2
12,39,45165,2
12,39,45171,2
12,39,45177,2
12,39,45181,2
8,13,27745,2
8,13,27747,2
1,13,914,2
5,45,18473,2
3,49,11074,2
5,45,18475,2
12,39,45217,2
12,39,45227,2
12,40,45232,2
12,40,45240,2
12,40,45254,2
12,40,45270,2
12,41,45289,2
12,41,45295,2
12,41,45299,2
12,41,45301,2
3,49,11080,2
12,41,45305,2
3,49,11082,2
12,41,45319,2
12,41,45323,2
12,42,45334,2
12,42,45340,2
3,49,11084,2
12,42,45350,2
12,42,45356,2
12,42,45364,2
12,42,45366,2
12,42,45376,2
7,11,23837,2
12,42,45392,2
12,42,45394,2
12,43,45409,2
1,13,942,2
12,43,45423,2
12,43,45429,2
12,43,45443,2
8,13,27751,2
8,54,30661,2
9,27,32783,2
9,27,32785,2
12,44,45470,2
12,44,45474,2
12,44,45494,2
12,44,45510,2
12,45,45525,2
9,27,32787,2
8,13,27761,2
12,45,45541,2
12,45,45561,2
12,45,45569,2
3,49,11108,2
1,14,965,2
1,14,967,2
1,14,971,2
12,46,45622,2
12,46,45630,2
12,46,45632,2
1,14,973,2
12,46,45646,2
12,47,45651,2
12,47,45657,2
12,47,45675,2
12,48,45694,2
9,49,34306,2
12,48,45706,2
12,48,45710,2
12,48,45722,2
8,54,30675,2
12,49,45749,2
12,49,45755,2
12,49,45757,2
10,21,36193,2
12,49,45761,2
12,49,45765,2
3,49,11120,2
12,49,45771,2
12,49,45785,2
12,49,45803,2
12,50,45815,2
12,50,45827,2
12,50,45839,2
12,50,45849,2
12,50,45869,2
12,50,45875,2
12,50,45877,2
12,51,45898,2
12,51,45908,2
12,51,45918,2
12,51,45924,2
12,51,45926,2
12,51,45928,2
12,51,45930,2
12,51,45936,2
3,49,11122,2
12,51,45950,2
12,51,45976,2
7,11,23863,2
5,45,18507,2
12,52,46003,2
12,52,46009,2
12,52,46027,2
10,21,36195,2
1,14,997,2
12,52,46035,2
12,52,46039,2
12,52,46045,2
12,52,46051,2
12,53,46058,2
12,53,46074,2
12,53,46080,2
10,28,36788,2
8,13,27777,2
12,53,46138,2
12,60,46198,2
13,1,46207,2
1,14,1013,2
8,13,27779,2
13,1,46221,2
13,1,46225,2
13,1,46231,2
13,1,46235,2
13,1,46239,2
1,14,1017,2
13,1,46257,2
7,11,23873,2
13,1,46265,2
13,2,46280,2
3,50,11143,2
13,2,46304,2
13,2,46310,2
13,2,46312,2
8,13,27781,2
13,2,46322,2
13,2,46324,2
3,50,11147,2
13,3,46355,2
8,54,30683,2
13,3,46363,2
13,3,46365,2
13,3,46389,2
13,3,46399,2
13,3,46401,2
13,3,46407,2
13,3,46417,2
13,3,46425,2
8,13,27787,2
13,4,46432,2
13,4,46434,2
13,4,46438,2
1,15,1037,2
13,4,46444,2
13,4,46452,2
13,4,46462,2
13,4,46464,2
3,50,11155,2
3,50,11157,2
13,4,46478,2
1,15,1043,2
13,5,46513,2
13,5,46531,2
13,5,46543,2
8,13,27789,2
13,5,46553,2
13,5,46565,2
13,5,46571,2
13,5,46577,2
13,6,46602,2
5,45,18531,2
13,6,46646,2
13,6,46652,2
13,7,46685,2
10,47,38119,2
1,15,1055,2
13,7,46699,2
7,12,23890,2
13,7,46705,2
3,50,11171,2
13,7,46711,2
7,12,23892,2
13,8,46736,2
13,8,46740,2
8,14,27797,2
13,8,46764,2
13,8,46770,2
13,8,46774,2
13,8,46780,2
13,8,46784,2
3,50,11179,2
13,8,46792,2
13,8,46794,2
5,46,18546,2
3,51,11185,2
13,9,46819,2
13,9,46821,2
13,9,46829,2
1,15,1075,2
5,46,18548,2
13,9,46851,2
13,9,46863,2
7,12,23898,2
13,10,46876,2
13,10,46880,2
13,10,46884,2
13,10,46886,2
1,16,1086,2
3,51,11193,2
13,10,46894,2
13,10,46912,2
3,51,11197,2
1,16,1096,2
13,10,46930,2
1,16,1098,2
13,10,46938,2
9,49,34318,2
13,11,46951,2
13,11,46953,2
13,11,46957,2
13,11,46963,2
13,11,46967,2
13,11,46971,2
13,11,46973,2
13,11,46975,2
8,14,27803,2
13,11,46981,2
13,11,46985,2
13,11,46987,2
8,14,27805,2
13,12,47008,2
13,12,47014,2
13,12,47016,2
13,12,47020,2
13,12,47030,2
13,12,47040,2
13,12,47044,2
13,12,47046,2
13,12,47048,2
10,40,37692,2
7,12,23910,2
13,12,47060,2
13,12,47062,2
13,12,47066,2
13,12,47072,2
13,12,47082,2
13,12,47090,2
13,12,47092,2
1,16,1116,2
13,13,47103,2
13,13,47107,2
13,13,47109,2
13,13,47111,2
13,13,47125,2
13,13,47133,2
13,13,47141,2
1,16,1118,2
13,13,47159,2
5,46,18570,2
13,13,47173,2
13,14,47184,2
7,12,23916,2
8,14,27811,2
5,46,18576,2
7,12,23920,2
10,21,36205,2
1,17,1137,2
7,12,23926,2
8,14,27817,2
1,17,1143,2
8,14,27821,2
3,52,11240,2
7,12,23934,2
13,14,47236,2
1,17,1153,2
13,15,47247,2
5,47,18595,2
13,15,47269,2
5,47,18599,2
13,15,47279,2
13,16,47298,2
1,17,1161,2
13,16,47310,2
13,16,47322,2
13,16,47324,2
3,52,11250,2
13,17,47347,2
13,17,47351,2
13,17,47353,2
13,17,47363,2
13,17,47365,2
1,17,1165,2
13,18,47390,2
5,47,18601,2
3,52,11254,2
1,17,1171,2
13,18,47404,2
13,18,47408,2
13,18,47412,2
13,18,47416,2
13,18,47426,2
1,17,1175,2
13,18,47442,2
13,18,47446,2
13,18,47448,2
13,18,47456,2
13,19,47469,2
13,19,47471,2
3,52,11258,2
13,19,47477,2
13,19,47485,2
13,19,47489,2
13,19,47491,2
13,19,47531,2
13,20,47544,2
13,20,47550,2
13,20,47556,2
13,20,47558,2
7,12,23938,2
7,12,23940,2
13,20,47584,2
3,52,11266,2
13,21,47615,2
8,14,27827,2
1,18,1192,2
13,21,47621,2
13,21,47627,2
1,18,1196,2
13,21,47643,2
13,21,47653,2
13,21,47655,2
5,47,18613,2
1,18,1202,2
13,21,47665,2
13,21,47671,2
13,22,47694,2
13,22,47698,2
13,22,47702,2
8,56,30697,2
13,22,47708,2
13,22,47722,2
13,22,47726,2
10,9,35394,2
13,22,47752,2
13,22,47760,2
1,18,1208,2
10,21,36207,2
13,23,47771,2
7,13,23955,2
13,23,47775,2
9,28,32815,2
13,23,47789,2
13,23,47791,2
13,23,47801,2
13,23,47803,2
13,23,47805,2
10,28,36796,2
1,18,1228,2
1,18,1230,2
10,45,37965,2
13,24,47852,2
13,24,47864,2
13,24,47884,2
3,53,11303,2
13,24,47894,2
5,47,18639,2
13,24,47910,2
1,18,1240,2
13,25,47947,2
13,25,47959,2
8,15,27848,2
13,25,47979,2
13,25,47981,2
1,18,1244,2
13,25,47991,2
13,25,47993,2
5,47,18643,2
8,15,27850,2
13,26,48018,2
3,53,11315,2
13,26,48032,2
13,26,48036,2
13,26,48038,2
13,26,48042,2
13,26,48056,2
10,28,36800,2
5,47,18649,2
13,27,48073,2
13,27,48079,2
13,27,48087,2
5,47,18651,2
5,47,18657,2
7,13,23975,2
13,27,48119,2
13,28,48132,2
13,28,48138,2
13,28,48150,2
13,28,48152,2
3,53,11331,2
13,28,48158,2
13,28,48162,2
1,19,1271,2
13,28,48180,2
13,28,48182,2
13,28,48184,2
13,28,48202,2
13,28,48224,2
13,28,48232,2
13,29,48241,2
13,29,48247,2
13,29,48249,2
1,19,1273,2
13,29,48259,2
13,29,48261,2
13,29,48263,2
13,29,48265,2
1,19,1275,2
3,54,11334,2
13,29,48281,2
10,10,35407,2
13,29,48287,2
13,29,48293,2
13,29,48295,2
1,19,1281,2
13,30,48304,2
13,30,48310,2
7,13,23979,2
13,30,48330,2
13,30,48334,2
13,30,48340,2
13,30,48346,2
13,30,48358,2
13,30,48368,2
13,31,48385,2
13,31,48389,2
10,21,36217,2
13,31,48393,2
13,31,48409,2
13,31,48423,2
13,31,48425,2
13,31,48439,2
9,28,32829,2
13,32,48456,2
13,32,48462,2
9,28,32831,2
8,15,27864,2
13,32,48478,2
13,32,48488,2
13,32,48506,2
3,54,11350,2
13,32,48512,2
7,13,23993,2
13,33,48535,2
3,54,11356,2
13,33,48543,2
13,33,48549,2
13,33,48551,2
13,33,48555,2
13,33,48567,2
13,33,48575,2
3,54,11358,2
13,34,48592,2
9,28,32835,2
13,34,48610,2
13,34,48620,2
13,34,48626,2
1,19,1307,2
13,35,48631,2
8,15,27870,2
10,38,37494,2
13,35,48643,2
13,35,48647,2
13,35,48651,2
13,35,48657,2
13,35,48659,2
13,35,48665,2
13,35,48671,2
13,35,48679,2
13,35,48689,2
13,35,48701,2
13,35,48703,2
8,15,27874,2
13,36,48734,2
5,48,18688,2
13,36,48746,2
13,36,48758,2
13,36,48760,2
1,19,1319,2
13,36,48786,2
1,19,1321,2
13,36,48792,2
13,36,48802,2
13,36,48804,2
1,19,1323,2
13,37,48820,2
7,13,24003,2
13,37,48830,2
13,37,48832,2
13,37,48834,2
9,49,34344,2
13,37,48846,2
13,37,48848,2
7,13,24007,2
13,37,48856,2
13,37,48868,2
13,38,48891,2
13,38,48897,2
13,38,48903,2
13,38,48907,2
13,38,48921,2
13,38,48923,2
13,38,48927,2
13,38,48935,2
13,38,48937,2
1,19,1333,2
13,38,48943,2
13,39,48954,2
13,39,48958,2
13,39,48962,2
13,39,48968,2
1,19,1335,2
13,39,48996,2
13,39,49002,2
13,39,49004,2
13,40,49023,2
13,40,49031,2
13,40,49039,2
13,40,49045,2
3,56,11378,2
13,41,49086,2
13,41,49088,2
9,1,30734,2
13,41,49110,2
13,41,49116,2
13,41,49118,2
13,41,49132,2
13,41,49134,2
13,42,49143,2
13,42,49151,2
13,42,49153,2
1,19,1341,2
13,42,49171,2
13,42,49197,2
7,13,24011,2
13,42,49211,2
13,43,49214,2
13,43,49216,2
13,43,49226,2
13,43,49258,2
13,43,49262,2
13,44,49289,2
13,44,49295,2
13,44,49301,2
1,19,1347,2
13,44,49315,2
3,57,11387,2
1,20,1352,2
13,44,49331,2
5,48,18702,2
13,45,49352,2
13,45,49360,2
13,45,49370,2
13,45,49394,2
13,46,49416,2
13,46,49426,2
