table,column,unique_values,null_rows,top_values
FACT_SALES_LINE_ITEM,unit_price_thb,14,0,"12900.0: 39,075 | 29900.0: 36,522 | 8500.0: 36,438 | 55900.0: 36,430 | 4900.0: 36,388 | 18900.0: 36,224 | 6900.0: 36,165 | 24900.0: 35,890 | 38900.0: 4,370 | 16900.0: 2,831 | 42900.0: 2,763 | 5900.0: 2,722 | 84900.0: 2,691 | 29032.26: 620"
FACT_SHIPPING,as_of_date,1,0,"2026-01-15: 23,182"
FACT_SHIPPING,confirmation_status,1,0,"shipped: 23,182"
FACT_SHIPPING,destination_province,6,0,"Bangkok: 17,610 | Chonburi: 1,399 | Chiang Mai: 1,390 | Phuket: 1,070 | Khon Kaen: 918 | Udon Thani: 795"
FACT_SHIPPING,effective_date,0,23182,"<NULL>: 23,182"
FACT_SHIPPING,origin_branch_code,11,0,"REMOTE: 8,963 | BKK-SIAM: 2,478 | BKK-CTW: 1,812 | BKK-PKT: 1,611 | BKK-EMSP: 1,548 | PTY-CTRL: 1,399 | CNX-MAYA: 1,390 | BKK-R9: 1,198 | HKT-FEST: 1,070 | KKC-CTRL: 918 | UDN-CTRL: 795"
FACT_SHIPPING,vendor_id,1,0,"V-006: 23,182"
FACT_VENDOR_PAYMENT,as_of_date,1,0,2026-01-15: 809
FACT_VENDOR_PAYMENT,cosig_employee_id,1,808,<NULL>: 808 | EMP-L3-00001: 1
FACT_VENDOR_PAYMENT,effective_date,0,809,<NULL>: 809
FACT_VENDOR_PAYMENT,paid_amount_thb,22,0,85000.0: 193 | 42000.0: 192 | 18500.0: 192 | 16800.0: 120 | 19200.0: 72 | 12500.0: 24 | 47100.0: 1 | 60000.0: 1 | 150000.0: 1 | 52500.0: 1 | 58000.0: 1 | 250000.0: 1 | 63500.0: 1 | 75000.0: 1 | 55000.0: 1
FACT_VENDOR_PAYMENT,signing_employee_id,2,0,EMP-L3-00005: 801 | EMP-L3-00008: 8
FACT_VENDOR_PAYMENT,vendor_contract_version_id,21,0,5: 144 | 13: 72 | 17: 72 | 10: 72 | 9: 56 | 14: 56 | 11: 48 | 15: 48 | 20: 40 | 18: 40 | 1: 27 | 21: 24 | 6: 24 | 7: 24 | 16: 16
FACT_VENDOR_PAYMENT,vendor_id,6,0,V-001: 192 | V-002: 192 | V-006: 192 | V-014: 120 | V-018: 72 | V-013: 41
FACT_WARRANTY_CLAIM,as_of_date,1,0,"2026-01-15: 3,973"
FACT_WARRANTY_CLAIM,claim_amount_thb,1,3938,"<NULL>: 3,938 | 16900.0: 35"
FACT_WARRANTY_CLAIM,claim_reason,3,0,"defect: 3,913 | vendor batch defect (V-004-MON-BATCH-2567-Q4-001) — AW-MN-001 ArcWave ProView 27 4K monitor: 35 | battery swelling concern — NT-LT-001 (pre-recall signal): 25"
FACT_WARRANTY_CLAIM,effective_date,0,3973,"<NULL>: 3,973"
FACT_WARRANTY_CLAIM,resolution_type,2,0,"pending: 3,938 | approved: 35"
FACT_WARRANTY_CLAIM,routing_destination,2,0,"fahmai_cs: 3,948 | novatech_service: 25"
T2_DOC_INVENTORY,doc_kind,6,0,memo_announcement: 28 | vendor_contract: 22 | policy_doc: 12 | email_discrete: 12 | training_material: 5 | audit_report: 2
T2_DOC_INVENTORY,source_table,3,0,T2_DOC_INVENTORY: 47 | DIM_VENDOR_CONTRACT_VERSION: 22 | DIM_POLICY_VERSION: 12
T2_DOC_INVENTORY,template_name,6,0,memo_announcement: 28 | vendor_contract: 22 | policy_doc: 12 | email_discrete: 12 | training_material: 5 | audit_report: 2
dim_care_plus_sku_tier,care_plus_price_thb,2,0,3490.0: 1 | 3990.0: 1
dim_care_plus_sku_tier,coverage_months,2,0,24: 1 | 36: 1
dim_care_plus_sku_tier,description_th,2,0,Care+ flagship smartphone tier: 1 | Care+ flagship laptop tier: 1
dim_care_plus_sku_tier,policy_version_id,1,0,7: 2
dim_care_plus_sku_tier,sku_category,0,2,<NULL>: 2
dim_care_plus_sku_tier,sku_id,2,0,SF-Galaxy-Pro-2568: 1 | NT-LT-001: 1
dim_care_plus_sku_tier,tier_row_id,2,0,1: 1 | 2: 1
dim_product_recall_history,history_id,3,0,1: 1 | 2: 1 | 3: 1
dim_product_recall_history,sku_id,1,0,NT-LT-001: 3
dim_product_recall_history,status,3,0,normal: 1 | active: 1 | completed: 1
dim_product_recall_history,transition_date,3,0,2024-01-01: 1 | 2025-09-10: 1 | 2025-10-15: 1
dim_promo_mechanic,campaign_id,7,0,SF-LAUNCH-2568: 2 | MEGA-1111-2567: 1 | MEGA-1212-2567: 1 | MEGA-1111-2568: 1 | MEGA-1212-2568: 1 | CLEAR-EOY-2567: 1 | CLEAR-EOY-2568: 1
dim_promo_mechanic,description_th,7,0,เคลียร์สต็อกสิ้นปี ลด 30%: 2 | Double loyalty points: 1 | 5 percent off launch units: 1 | 11.11 มหกรรม ลด 12%: 1 | 12.12 มหกรรม ลด 15%: 1 | 11.11 มหกรรม ลด 18%: 1 | 12.12 มหกรรม ลด 20%: 1
dim_promo_mechanic,discount_type,2,0,pct_off: 7 | point_multiplier: 1
dim_promo_mechanic,discount_value,6,1,0.3: 2 | <NULL>: 1 | 0.05: 1 | 0.12: 1 | 0.15: 1 | 0.18: 1 | 0.2: 1
dim_promo_mechanic,min_basket_thb,0,8,<NULL>: 8
dim_promo_mechanic,point_multiplier,1,7,<NULL>: 7 | 2.0: 1
dim_promo_mechanic,promo_mechanic_id,8,0,1: 1 | 2: 1 | 3: 1 | 4: 1 | 5: 1 | 6: 1 | 7: 1 | 8: 1
dim_signing_authority_ladder,amount_ceiling_thb,5,0,0.0: 2 | 100000.0: 2 | 5000.0: 1 | 500000.0: 1 | 5000000.0: 1
dim_signing_authority_ladder,co_signer_min_position_level_code,1,5,<NULL>: 5 | Manager: 2
dim_signing_authority_ladder,dept_code,1,6,<NULL>: 6 | SUP: 1
dim_signing_authority_ladder,description_th,1,0,smoke approval ladder row: 7
dim_signing_authority_ladder,ladder_row_id,7,0,1: 1 | 2: 1 | 3: 1 | 4: 1 | 5: 1 | 6: 1 | 7: 1
dim_signing_authority_ladder,min_co_signers,2,0,0: 5 | 1: 2
dim_signing_authority_ladder,policy_version_id,2,0,6: 5 | 5: 2
dim_signing_authority_ladder,position_level_code,4,0,IC: 3 | Manager: 2 | Director: 1 | C-level: 1
