statement_id,account_id,render_month,transaction_pages,transaction_width,transaction_height,transaction_megapixels,fact_transactions,net_amount_thb,deposit_rows,withdrawal_rows,transfer_rows,fee_rows,min_balance_after_thb,max_balance_after_thb,bank,account_number,account_role,associated_branch_code,currency,opening_balance_thb,statement_cadence,fact_rows_per_transaction_page
BS-OPER-BKK-PKT-2568-11,OPER-BKK-PKT,2025-11,8,1240,1234,1.53016,112,14078162.0,112,0,0,0,330665175.0,344652637.0,BBL,102-3-10002-3,operating,BKK-PKT,THB,1000000.0,monthly,14.0
BS-OPER-BKK-PKT-2568-12,OPER-BKK-PKT,2025-12,8,1240,1234,1.53016,115,13631970.0,115,0,0,0,344762237.0,358284607.0,BBL,102-3-10002-3,operating,BKK-PKT,THB,1000000.0,monthly,14.375
BS-OPER-BKK-R9-2567-01,OPER-BKK-R9,2024-01,3,2968,2850,8.4588,110,11566300.0,110,0,0,0,1014400.0,12566300.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,36.666666666666664
BS-OPER-BKK-R9-2567-02,OPER-BKK-R9,2024-02,3,2968,2850,8.4588,101,9709100.0,101,0,0,0,12580100.0,22275400.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,33.666666666666664
BS-OPER-BKK-R9-2567-03,OPER-BKK-R9,2024-03,3,2968,2850,8.4588,110,13588800.0,110,0,0,0,22318200.0,35864200.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,36.666666666666664
BS-OPER-BKK-R9-2567-04,OPER-BKK-R9,2024-04,3,2968,2850,8.4588,92,11069200.0,92,0,0,0,35871100.0,46933400.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,30.666666666666668
BS-OPER-BKK-R9-2567-05,OPER-BKK-R9,2024-05,3,2968,2850,8.4588,115,13272300.0,115,0,0,0,47125800.0,60205700.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,38.333333333333336
BS-OPER-BKK-R9-2567-06,OPER-BKK-R9,2024-06,3,2968,2850,8.4588,105,12191900.0,105,0,0,0,60301900.0,72397600.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,35.0
BS-OPER-BKK-R9-2567-07,OPER-BKK-R9,2024-07,3,2968,2850,8.4588,111,12362200.0,111,0,0,0,72572500.0,84759800.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,37.0
BS-OPER-BKK-R9-2567-08,OPER-BKK-R9,2024-08,3,2968,2850,8.4588,117,14514400.0,117,0,0,0,84895400.0,99274200.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,39.0
BS-OPER-BKK-R9-2567-09,OPER-BKK-R9,2024-09,3,2968,2850,8.4588,111,11511000.0,111,0,0,0,99443300.0,110785200.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,37.0
BS-OPER-BKK-R9-2567-10,OPER-BKK-R9,2024-10,3,2968,2850,8.4588,110,12761800.0,110,0,0,0,110883700.0,123547000.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,36.666666666666664
BS-OPER-BKK-R9-2567-11,OPER-BKK-R9,2024-11,3,2968,2850,8.4588,111,11042252.0,111,0,0,0,123684100.0,134589252.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,37.0
BS-OPER-BKK-R9-2567-12,OPER-BKK-R9,2024-12,3,2968,2850,8.4588,113,13700245.0,113,0,0,0,134844952.0,148289497.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,37.666666666666664
BS-OPER-BKK-R9-2568-01,OPER-BKK-R9,2025-01,3,2968,2850,8.4588,112,10385300.0,112,0,0,0,148503997.0,158674797.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,37.333333333333336
BS-OPER-BKK-R9-2568-02,OPER-BKK-R9,2025-02,3,2968,2850,8.4588,101,10098300.0,101,0,0,0,158753197.0,168773097.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,33.666666666666664
BS-OPER-BKK-R9-2568-03,OPER-BKK-R9,2025-03,3,2968,2850,8.4588,112,13393700.0,112,0,0,0,168794497.0,182166797.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,37.333333333333336
BS-OPER-BKK-R9-2568-04,OPER-BKK-R9,2025-04,2,2968,2850,8.4588,87,9471700.0,87,0,0,0,182379397.0,191638497.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,43.5
BS-OPER-BKK-R9-2568-05,OPER-BKK-R9,2025-05,3,2968,2850,8.4588,113,13018900.0,113,0,0,0,191901197.0,204657397.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,37.666666666666664
BS-OPER-BKK-R9-2568-06,OPER-BKK-R9,2025-06,3,2968,2850,8.4588,113,13065500.0,113,0,0,0,204799097.0,217722897.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,37.666666666666664
BS-OPER-BKK-R9-2568-07,OPER-BKK-R9,2025-07,3,2968,2850,8.4588,118,14718110.0,118,0,0,0,217920097.0,232441007.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,39.333333333333336
BS-OPER-BKK-R9-2568-08,OPER-BKK-R9,2025-08,3,2968,2850,8.4588,114,14258500.0,114,0,0,0,232744107.0,246699507.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,38.0
BS-OPER-BKK-R9-2568-09,OPER-BKK-R9,2025-09,3,2968,2850,8.4588,108,11960200.0,108,0,0,0,246988007.0,258659707.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,36.0
BS-OPER-BKK-R9-2568-10,OPER-BKK-R9,2025-10,3,2968,2850,8.4588,114,13382600.0,114,0,0,0,258763007.0,272042307.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,38.0
BS-OPER-BKK-R9-2568-11,OPER-BKK-R9,2025-11,3,2968,2850,8.4588,111,11158890.0,111,0,0,0,272176507.0,283201197.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,37.0
BS-OPER-BKK-R9-2568-12,OPER-BKK-R9,2025-12,3,2968,2850,8.4588,116,13818170.0,116,0,0,0,283241497.0,297019367.0,KBank,103-1-10003-4,operating,BKK-R9,THB,1000000.0,monthly,38.666666666666664
BS-OPER-BKK-SIAM-2567-01,OPER-BKK-SIAM,2024-01,8,1240,1234,1.53016,120,23884400.0,120,0,0,0,1242900.0,24884400.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,15.0
BS-OPER-BKK-SIAM-2567-02,OPER-BKK-SIAM,2024-02,8,1240,1234,1.53016,113,23840300.0,113,0,0,0,25105600.0,48724700.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,14.125
BS-OPER-BKK-SIAM-2567-03,OPER-BKK-SIAM,2024-03,8,1240,1234,1.53016,118,25484400.0,118,0,0,0,48810200.0,74209100.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,14.75
BS-OPER-BKK-SIAM-2567-04,OPER-BKK-SIAM,2024-04,7,1240,1234,1.53016,100,20094100.0,100,0,0,0,74289900.0,94303200.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,14.285714285714286
BS-OPER-BKK-SIAM-2567-05,OPER-BKK-SIAM,2024-05,8,1240,1234,1.53016,123,24729900.0,123,0,0,0,94438600.0,119033100.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,15.375
BS-OPER-BKK-SIAM-2567-06,OPER-BKK-SIAM,2024-06,8,1240,1234,1.53016,118,24865400.0,118,0,0,0,119316900.0,143898500.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,14.75
BS-OPER-BKK-SIAM-2567-07,OPER-BKK-SIAM,2024-07,8,1240,1234,1.53016,123,26888400.0,123,0,0,0,144099600.0,170786900.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,15.375
BS-OPER-BKK-SIAM-2567-08,OPER-BKK-SIAM,2024-08,8,1240,1234,1.53016,122,25416800.0,122,0,0,0,171024000.0,196203700.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,15.25
BS-OPER-BKK-SIAM-2567-09,OPER-BKK-SIAM,2024-09,8,1240,1234,1.53016,119,24749600.0,119,0,0,0,196298300.0,220953300.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,14.875
BS-OPER-BKK-SIAM-2567-10,OPER-BKK-SIAM,2024-10,8,1240,1234,1.53016,123,24776400.0,123,0,0,0,221009200.0,245729700.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,15.375
BS-OPER-BKK-SIAM-2567-11,OPER-BKK-SIAM,2024-11,8,1240,1234,1.53016,117,23581184.0,117,0,0,0,245962100.0,269310884.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,14.625
BS-OPER-BKK-SIAM-2567-12,OPER-BKK-SIAM,2024-12,8,1240,1234,1.53016,121,26264435.0,121,0,0,0,269582384.0,295575319.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,15.125
BS-OPER-BKK-SIAM-2568-01,OPER-BKK-SIAM,2025-01,8,1240,1234,1.53016,123,23801200.0,123,0,0,0,295898319.0,319376519.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,15.375
BS-OPER-BKK-SIAM-2568-02,OPER-BKK-SIAM,2025-02,7,1240,1234,1.53016,109,19080900.0,109,0,0,0,319888119.0,338457419.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,15.571428571428571
BS-OPER-BKK-SIAM-2568-03,OPER-BKK-SIAM,2025-03,8,1240,1234,1.53016,123,27385900.0,123,0,0,0,338744819.0,365843319.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,15.375
BS-OPER-BKK-SIAM-2568-04,OPER-BKK-SIAM,2025-04,7,1240,1234,1.53016,99,20936700.0,99,0,0,0,365923119.0,386780019.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,14.142857142857142
BS-OPER-BKK-SIAM-2568-05,OPER-BKK-SIAM,2025-05,8,1240,1234,1.53016,122,24712400.0,122,0,0,0,387053719.0,411492419.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,15.25
BS-OPER-BKK-SIAM-2568-06,OPER-BKK-SIAM,2025-06,8,1240,1234,1.53016,119,22739500.0,119,0,0,0,411623819.0,434231919.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,14.875
BS-OPER-BKK-SIAM-2568-07,OPER-BKK-SIAM,2025-07,8,1240,1234,1.53016,123,25878180.0,123,0,0,0,434360319.0,460110099.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,15.375
BS-OPER-BKK-SIAM-2568-08,OPER-BKK-SIAM,2025-08,8,1240,1234,1.53016,122,24165000.0,122,0,0,0,460311299.0,484275099.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,15.25
BS-OPER-BKK-SIAM-2568-09,OPER-BKK-SIAM,2025-09,8,1240,1234,1.53016,118,24233900.0,118,0,0,0,484331799.0,508508999.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,14.75
BS-OPER-BKK-SIAM-2568-10,OPER-BKK-SIAM,2025-10,8,1240,1234,1.53016,123,25336300.0,123,0,0,0,508688999.0,533845299.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,15.375
BS-OPER-BKK-SIAM-2568-11,OPER-BKK-SIAM,2025-11,8,1240,1234,1.53016,118,24027218.0,118,0,0,0,534278099.0,557872517.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,14.75
BS-OPER-BKK-SIAM-2568-12,OPER-BKK-SIAM,2025-12,8,1240,1234,1.53016,122,22808340.0,122,0,0,0,557976017.0,580680857.0,SCB,104-2-10004-5,operating,BKK-SIAM,THB,1000000.0,monthly,15.25
BS-OPER-CNX-MAYA-2567-01,OPER-CNX-MAYA,2024-01,8,1240,1234,1.53016,111,13717000.0,111,0,0,0,1069700.0,14717000.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,13.875
BS-OPER-CNX-MAYA-2567-02,OPER-CNX-MAYA,2024-02,8,1240,1234,1.53016,112,14260500.0,112,0,0,0,14867200.0,28977500.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.0
BS-OPER-CNX-MAYA-2567-03,OPER-CNX-MAYA,2024-03,8,1240,1234,1.53016,114,12142200.0,114,0,0,0,29422300.0,41119700.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.25
BS-OPER-CNX-MAYA-2567-04,OPER-CNX-MAYA,2024-04,6,1240,1234,1.53016,93,11114900.0,93,0,0,0,41169500.0,52234600.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,15.5
BS-OPER-CNX-MAYA-2567-05,OPER-CNX-MAYA,2024-05,8,1240,1234,1.53016,112,13588600.0,112,0,0,0,52369700.0,65823200.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.0
BS-OPER-CNX-MAYA-2567-06,OPER-CNX-MAYA,2024-06,7,1240,1234,1.53016,105,14065700.0,105,0,0,0,65955300.0,79888900.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,15.0
BS-OPER-CNX-MAYA-2567-07,OPER-CNX-MAYA,2024-07,8,1240,1234,1.53016,116,15100400.0,116,0,0,0,80007000.0,94989300.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.5
BS-OPER-CNX-MAYA-2567-08,OPER-CNX-MAYA,2024-08,8,1240,1234,1.53016,112,13910900.0,112,0,0,0,95021100.0,108900200.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.0
BS-OPER-CNX-MAYA-2567-09,OPER-CNX-MAYA,2024-09,8,1240,1234,1.53016,112,14591200.0,112,0,0,0,108984400.0,123491400.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.0
BS-OPER-CNX-MAYA-2567-10,OPER-CNX-MAYA,2024-10,8,1240,1234,1.53016,117,16235000.0,117,0,0,0,123498300.0,139726400.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.625
BS-OPER-CNX-MAYA-2567-11,OPER-CNX-MAYA,2024-11,7,1240,1234,1.53016,109,13278776.0,109,0,0,0,139731300.0,153005176.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,15.571428571428571
BS-OPER-CNX-MAYA-2567-12,OPER-CNX-MAYA,2024-12,8,1240,1234,1.53016,117,15628230.0,117,0,0,0,153010076.0,168633406.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.625
BS-OPER-CNX-MAYA-2568-01,OPER-CNX-MAYA,2025-01,7,1240,1234,1.53016,110,13152400.0,110,0,0,0,169145906.0,181785806.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,15.714285714285714
BS-OPER-CNX-MAYA-2568-02,OPER-CNX-MAYA,2025-02,7,1240,1234,1.53016,96,11556100.0,96,0,0,0,182102906.0,193341906.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,13.714285714285714
BS-OPER-CNX-MAYA-2568-03,OPER-CNX-MAYA,2025-03,8,1240,1234,1.53016,117,13925800.0,117,0,0,0,193436206.0,207267706.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.625
BS-OPER-CNX-MAYA-2568-04,OPER-CNX-MAYA,2025-04,6,1240,1234,1.53016,93,10398700.0,93,0,0,0,207411306.0,217666406.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,15.5
BS-OPER-CNX-MAYA-2568-05,OPER-CNX-MAYA,2025-05,8,1240,1234,1.53016,117,15243900.0,117,0,0,0,217798206.0,232910306.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.625
BS-OPER-CNX-MAYA-2568-06,OPER-CNX-MAYA,2025-06,8,1240,1234,1.53016,114,13980700.0,114,0,0,0,233106306.0,246891006.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.25
BS-OPER-CNX-MAYA-2568-07,OPER-CNX-MAYA,2025-07,8,1240,1234,1.53016,115,14348560.0,115,0,0,0,246975706.0,261239566.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.375
BS-OPER-CNX-MAYA-2568-08,OPER-CNX-MAYA,2025-08,8,1240,1234,1.53016,119,14086400.0,119,0,0,0,261421466.0,275325966.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.875
BS-OPER-CNX-MAYA-2568-09,OPER-CNX-MAYA,2025-09,8,1240,1234,1.53016,114,14475600.0,114,0,0,0,275402166.0,289801566.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.25
BS-OPER-CNX-MAYA-2568-10,OPER-CNX-MAYA,2025-10,8,1240,1234,1.53016,117,14623900.0,117,0,0,0,290025766.0,304425466.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.625
BS-OPER-CNX-MAYA-2568-11,OPER-CNX-MAYA,2025-11,7,1240,1234,1.53016,108,13365384.0,108,0,0,0,304628266.0,317790850.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,15.428571428571429
BS-OPER-CNX-MAYA-2568-12,OPER-CNX-MAYA,2025-12,8,1240,1234,1.53016,118,15067270.0,118,0,0,0,317799350.0,332858120.0,BBL,105-3-10005-6,operating,CNX-MAYA,THB,1000000.0,monthly,14.75
BS-OPER-HKT-FEST-2567-01,OPER-HKT-FEST,2024-01,3,2968,2850,8.4588,110,10842400.0,110,0,0,0,1044700.0,11842400.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,36.666666666666664
BS-OPER-HKT-FEST-2567-02,OPER-HKT-FEST,2024-02,3,2968,2850,8.4588,102,10221100.0,102,0,0,0,11944700.0,22063500.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,34.0
BS-OPER-HKT-FEST-2567-03,OPER-HKT-FEST,2024-03,3,2968,2850,8.4588,101,9997200.0,101,0,0,0,22164700.0,32060700.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,33.666666666666664
BS-OPER-HKT-FEST-2567-04,OPER-HKT-FEST,2024-04,3,2968,2850,8.4588,92,9184400.0,92,0,0,0,32115500.0,41245100.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,30.666666666666668
BS-OPER-HKT-FEST-2567-05,OPER-HKT-FEST,2024-05,3,2968,2850,8.4588,110,10807900.0,110,0,0,0,41497700.0,52053000.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,36.666666666666664
BS-OPER-HKT-FEST-2567-06,OPER-HKT-FEST,2024-06,3,2968,2850,8.4588,99,10267700.0,99,0,0,0,52185900.0,62320700.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,33.0
BS-OPER-HKT-FEST-2567-07,OPER-HKT-FEST,2024-07,3,2968,2850,8.4588,111,10245100.0,111,0,0,0,62569500.0,72565800.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,37.0
BS-OPER-HKT-FEST-2567-08,OPER-HKT-FEST,2024-08,3,2968,2850,8.4588,112,12290100.0,112,0,0,0,72726000.0,84855900.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,37.333333333333336
BS-OPER-HKT-FEST-2567-09,OPER-HKT-FEST,2024-09,3,2968,2850,8.4588,108,12025900.0,108,0,0,0,84997200.0,96881800.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,36.0
BS-OPER-HKT-FEST-2567-10,OPER-HKT-FEST,2024-10,3,2968,2850,8.4588,113,12543000.0,113,0,0,0,96888700.0,109424800.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,37.666666666666664
BS-OPER-HKT-FEST-2567-11,OPER-HKT-FEST,2024-11,3,2968,2850,8.4588,113,11894688.0,113,0,0,0,109622900.0,121319488.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,37.666666666666664
BS-OPER-HKT-FEST-2567-12,OPER-HKT-FEST,2024-12,3,2968,2850,8.4588,110,11289725.0,110,0,0,0,121338388.0,132609213.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,36.666666666666664
BS-OPER-HKT-FEST-2568-01,OPER-HKT-FEST,2025-01,3,2968,2850,8.4588,109,10433700.0,109,0,0,0,132698513.0,143042913.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,36.333333333333336
BS-OPER-HKT-FEST-2568-02,OPER-HKT-FEST,2025-02,3,2968,2850,8.4588,96,9080500.0,96,0,0,0,143436713.0,152123413.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,32.0
BS-OPER-HKT-FEST-2568-03,OPER-HKT-FEST,2025-03,3,2968,2850,8.4588,108,12449000.0,108,0,0,0,152129313.0,164572413.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,36.0
BS-OPER-HKT-FEST-2568-04,OPER-HKT-FEST,2025-04,2,2968,2850,8.4588,88,9952100.0,88,0,0,0,164641513.0,174524513.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,44.0
BS-OPER-HKT-FEST-2568-05,OPER-HKT-FEST,2025-05,3,2968,2850,8.4588,113,10259400.0,113,0,0,0,174541413.0,184783913.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,37.666666666666664
BS-OPER-HKT-FEST-2568-06,OPER-HKT-FEST,2025-06,3,2968,2850,8.4588,107,10688000.0,107,0,0,0,184833713.0,195471913.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,35.666666666666664
BS-OPER-HKT-FEST-2568-07,OPER-HKT-FEST,2025-07,3,2968,2850,8.4588,108,10502455.0,108,0,0,0,195501813.0,205974368.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,36.0
BS-OPER-HKT-FEST-2568-08,OPER-HKT-FEST,2025-08,3,2968,2850,8.4588,110,11968700.0,110,0,0,0,206019668.0,217943068.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,36.666666666666664
BS-OPER-HKT-FEST-2568-09,OPER-HKT-FEST,2025-09,3,2968,2850,8.4588,109,11547800.0,109,0,0,0,217974868.0,229490868.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,36.333333333333336
BS-OPER-HKT-FEST-2568-10,OPER-HKT-FEST,2025-10,3,2968,2850,8.4588,117,13025500.0,117,0,0,0,229631968.0,242516368.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,39.0
BS-OPER-HKT-FEST-2568-11,OPER-HKT-FEST,2025-11,3,2968,2850,8.4588,110,10644650.0,110,0,0,0,242653068.0,253161018.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,36.666666666666664
BS-OPER-HKT-FEST-2568-12,OPER-HKT-FEST,2025-12,3,2968,2850,8.4588,109,11351800.0,109,0,0,0,253209818.0,264512818.0,KBank,106-1-10006-7,operating,HKT-FEST,THB,1000000.0,monthly,36.333333333333336
BS-OPER-KKC-CTRL-2567-01,OPER-KKC-CTRL,2024-01,7,1240,1234,1.53016,102,8716800.0,102,0,0,0,1111600.0,9716800.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,14.571428571428571
BS-OPER-KKC-CTRL-2567-02,OPER-KKC-CTRL,2024-02,6,1240,1234,1.53016,92,7808700.0,92,0,0,0,9781200.0,17525500.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,15.333333333333334
BS-OPER-KKC-CTRL-2567-03,OPER-KKC-CTRL,2024-03,7,1240,1234,1.53016,100,8322600.0,100,0,0,0,17707800.0,25848100.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,14.285714285714286
BS-OPER-KKC-CTRL-2567-04,OPER-KKC-CTRL,2024-04,6,1240,1234,1.53016,85,7706200.0,85,0,0,0,25882900.0,33554300.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,14.166666666666666
BS-OPER-KKC-CTRL-2567-05,OPER-KKC-CTRL,2024-05,7,1240,1234,1.53016,109,10434200.0,109,0,0,0,33682300.0,43988500.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,15.571428571428571
BS-OPER-KKC-CTRL-2567-06,OPER-KKC-CTRL,2024-06,7,1240,1234,1.53016,103,8791400.0,103,0,0,0,43995400.0,52779900.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,14.714285714285714
BS-OPER-KKC-CTRL-2567-07,OPER-KKC-CTRL,2024-07,7,1240,1234,1.53016,104,9625700.0,104,0,0,0,52810600.0,62405600.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,14.857142857142858
BS-OPER-KKC-CTRL-2567-08,OPER-KKC-CTRL,2024-08,7,1240,1234,1.53016,104,9744100.0,104,0,0,0,62455200.0,72149700.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,14.857142857142858
BS-OPER-KKC-CTRL-2567-09,OPER-KKC-CTRL,2024-09,7,1240,1234,1.53016,100,8345200.0,100,0,0,0,72205600.0,80494900.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,14.285714285714286
BS-OPER-KKC-CTRL-2567-10,OPER-KKC-CTRL,2024-10,7,1240,1234,1.53016,102,10442000.0,102,0,0,0,80916300.0,90936900.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,14.571428571428571
BS-OPER-KKC-CTRL-2567-11,OPER-KKC-CTRL,2024-11,7,1240,1234,1.53016,102,9425708.0,102,0,0,0,91118300.0,100362608.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,14.571428571428571
BS-OPER-KKC-CTRL-2567-12,OPER-KKC-CTRL,2024-12,7,1240,1234,1.53016,109,8567085.0,109,0,0,0,100518908.0,108929693.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,15.571428571428571
BS-OPER-KKC-CTRL-2568-01,OPER-KKC-CTRL,2025-01,7,1240,1234,1.53016,103,8962000.0,103,0,0,0,108994893.0,117891693.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,14.714285714285714
BS-OPER-KKC-CTRL-2568-02,OPER-KKC-CTRL,2025-02,6,1240,1234,1.53016,93,8019800.0,93,0,0,0,117989193.0,125911493.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,15.5
BS-OPER-KKC-CTRL-2568-03,OPER-KKC-CTRL,2025-03,7,1240,1234,1.53016,105,9832400.0,105,0,0,0,125944693.0,135743893.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,15.0
