id,pulse,broad,narrow
14_32,0,0,1
14_33,0,0,1
14_34,0,0,0
14_35,0,0,1
14_36,0,0,1
14_37,0,0,0
14_38,0,0,1
14_39,0,0,1
14_40,0,0,1
14_41,0,0,1
14_42,0,0,1
14_43,0,0,1
14_44,0,0,1
14_45,0,0,1
14_46,0,0,1
14_47,0,0,1
14_48,0,0,1
14_49,0,0,1
14_50,0,0,1
14_51,0,0,1
14_52,0,0,1
14_53,0,0,1
14_54,1,0,0
14_55,0,0,1
14_56,0,0,1
14_57,1,0,0
14_58,0,0,1
14_59,0,0,1
14_60,0,0,1
14_61,0,0,1
14_62,1,0,0
14_63,0,0,1
14_64,0,0,1
14_65,0,0,0
14_66,0,0,1
14_67,0,0,1
14_68,0,0,1
14_69,0,0,1
14_70,0,0,1
14_71,0,0,1
14_72,0,0,1
14_73,0,0,1
14_74,0,0,1
14_75,0,0,0
14_76,1,0,0
14_77,0,0,1
14_78,0,0,1
14_79,0,0,1
14_80,0,0,1
14_81,0,0,1
14_82,0,0,1
14_83,0,0,1
14_84,0,0,1
14_85,0,0,1
14_86,0,0,1
14_87,0,0,1
14_88,0,0,1
14_89,0,0,1
14_90,0,0,1
14_91,0,0,1
14_92,0,0,1
14_93,0,0,1
14_94,0,0,1
14_95,0,0,1
14_96,0,0,1
14_97,0,0,1
14_98,0,0,1
14_99,0,0,1
14_100,0,0,0
14_101,0,0,1
14_102,0,0,1
14_103,0,0,1
14_104,0,0,1
14_105,0,0,1
14_106,0,0,1
14_107,0,0,1
14_108,1,0,0
14_109,0,0,1
14_110,0,0,1
14_111,0,0,1
14_112,0,0,1
14_113,0,0,1
14_114,1,0,0
14_115,0,0,1
14_116,0,0,1
14_117,0,0,1
14_118,0,0,1
14_119,0,0,1
14_120,0,0,0
14_121,0,0,1
14_122,0,0,1
14_123,0,0,1
14_124,0,0,1
14_125,0,0,1
14_126,0,0,0
14_127,0,0,1
14_128,0,0,1
14_129,1,0,0
14_130,0,0,1
14_131,0,0,1
14_132,0,0,1
14_133,0,0,1
14_134,0,0,1
14_135,0,0,1
14_136,0,0,1
14_137,1,0,0
14_138,0,0,1
14_139,0,0,1
14_140,0,0,1
14_141,0,0,1
14_142,0,0,1
14_143,0,0,1
14_144,0,0,1
14_145,0,0,1
14_146,0,0,1
14_147,0,0,1
14_148,0,0,1
14_149,0,0,1
14_150,0,0,1
14_151,0,0,1
14_152,0,0,1
14_153,1,0,0
14_154,0,0,1
14_155,0,0,1
14_156,0,0,1
14_157,0,0,1
14_158,0,0,1
14_159,0,0,1
14_160,0,0,1
14_161,0,0,1
14_162,0,0,1
14_163,0,0,1
14_164,0,0,1
14_165,0,0,1
14_166,0,0,1
14_167,0,0,1
14_168,0,0,1
14_169,0,0,1
14_170,0,0,1
14_171,0,0,1
14_172,0,0,0
14_173,0,0,1
14_174,0,0,1
14_175,0,0,1
14_176,0,0,1
14_177,0,0,1
14_178,0,0,1
14_179,0,0,1
14_180,0,0,1
14_181,0,0,1
14_182,0,0,1
14_183,0,0,1
14_184,0,0,1
14_185,0,0,1
14_186,0,0,1
14_187,0,0,1
14_188,0,0,1
14_189,0,0,1
14_190,0,0,1
14_191,0,0,1
14_192,0,0,1
14_193,0,0,1
14_194,0,0,1
14_195,0,0,1
14_196,0,0,1
14_197,0,0,1
14_198,0,0,1
14_199,0,0,1
14_200,0,0,1
14_201,0,0,1
14_202,0,0,1
14_203,0,0,1
14_204,0,0,1
14_205,1,0,0
14_206,0,0,1
14_207,0,0,1
14_208,0,0,1
14_209,1,0,0
14_210,0,0,1
14_211,0,0,1
14_212,0,0,0
14_213,0,0,1
14_214,0,0,1
14_215,0,0,1
14_216,0,0,1
14_217,0,0,1
14_218,0,0,1
14_219,0,0,0
14_220,0,0,1
14_221,0,0,1
14_222,0,0,1
14_223,1,0,0
14_224,0,0,1
14_225,0,0,1
14_226,0,0,1
14_227,1,0,0
14_228,0,0,1
14_229,0,0,1
14_230,0,0,1
14_231,0,0,0
14_232,0,0,1
14_233,1,0,0
14_234,0,0,1
14_235,0,0,1
14_236,0,0,1
14_237,0,0,1
14_238,0,0,1
14_239,0,0,1
14_240,0,0,1
14_241,0,0,1
14_242,0,0,1
14_243,0,0,1
14_244,0,0,1
14_245,0,0,1
14_246,0,0,1
14_247,0,0,1
14_248,0,0,1
14_249,0,0,1
14_250,0,0,1
14_251,0,0,1
14_252,0,0,1
14_253,0,0,1
14_254,0,0,1
14_255,0,0,1
14_256,1,0,0
14_257,0,0,1
14_258,0,0,1
14_259,0,0,1
14_260,0,0,1
14_261,0,0,1
14_262,0,0,1
14_263,0,0,1
14_264,0,0,1
14_265,0,0,1
14_266,0,0,1
14_267,1,0,0
14_268,0,0,1
14_269,0,0,1
14_270,0,0,1
14_271,0,0,1
14_272,0,0,1
14_273,0,0,1
14_274,0,0,1
14_275,0,0,1
14_276,0,0,1
14_277,0,0,1
14_278,0,0,1
14_279,0,0,1
14_280,0,0,1
14_281,0,0,1
14_282,0,0,1
14_283,0,0,1
14_284,0,0,1
14_285,0,0,1
14_286,0,0,1
14_287,0,0,1
14_288,0,0,1
14_289,0,0,1
14_290,0,0,1
14_291,0,0,1
14_292,1,0,0
14_293,0,0,1
14_294,0,0,1
14_295,0,0,0
14_296,0,0,1
14_297,0,0,1
14_298,0,0,1
14_299,0,0,1
14_300,0,0,1
14_301,0,0,1
14_302,0,0,1
14_303,0,0,1
14_304,0,0,1
14_305,0,0,1
14_306,0,0,1
14_307,1,0,0
14_308,0,0,1
14_309,0,0,1
14_310,1,0,0
14_311,0,0,1
14_312,0,0,1
14_313,0,0,1
14_314,0,0,1
14_315,0,0,1
14_316,0,0,1
14_317,0,0,1
14_318,0,0,1
14_319,0,0,1
14_320,0,0,1
14_321,0,0,1
14_322,0,0,1
14_323,0,0,1
14_324,0,0,1
14_325,0,0,1
14_326,0,0,1
14_327,1,0,0
14_328,1,0,0
14_329,0,0,1
14_330,0,0,1
14_331,0,0,1
14_332,0,0,0
14_333,0,0,1
14_334,0,0,1
14_335,0,0,1
14_336,1,0,0
14_337,0,0,1
14_338,0,0,1
14_339,0,0,0
14_340,0,0,1
14_341,0,0,1
14_342,0,0,1
14_343,1,0,0
14_344,0,0,1
14_345,0,0,1
14_346,0,0,1
14_347,0,0,1
14_348,0,0,1
14_349,0,0,1
14_350,0,0,1
14_351,1,0,0
14_352,0,0,1
14_353,0,0,1
14_354,0,0,1
14_355,0,0,1
14_356,0,0,1
14_357,0,0,1
14_358,0,0,1
14_359,0,0,1
14_360,1,0,0
14_361,0,0,1
14_362,0,0,1
14_363,0,0,1
14_364,0,0,1
14_365,0,0,1
14_366,0,0,1
14_367,0,0,1
14_368,0,0,1
14_369,0,0,1
14_370,0,0,1
14_371,0,0,1
14_372,0,0,1
14_373,0,0,1
14_374,0,0,1
14_375,0,0,1
14_376,0,0,1
14_377,0,0,1
14_378,0,0,1
14_379,0,0,1
14_380,0,0,1
14_381,0,0,1
14_382,0,0,1
14_383,0,0,1
14_384,0,0,1
14_385,1,0,0
14_386,0,0,1
14_387,0,0,1
14_388,1,0,0
14_389,0,0,1
14_390,0,0,1
14_391,0,0,1
14_392,0,0,1
14_393,0,0,1
14_394,0,0,1
14_395,0,0,1
14_396,0,0,1
14_397,1,0,0
14_398,0,0,1
14_399,1,0,1
14_400,0,0,1
14_401,1,0,1
14_402,0,0,1
14_403,0,0,1
14_404,0,0,1
14_405,1,0,0
14_406,0,0,1
14_407,0,0,1
14_408,0,0,1
14_409,0,0,1
14_410,0,0,1
14_411,0,0,1
14_412,0,0,1
14_413,0,0,1
14_414,0,0,1
14_415,0,0,1
14_416,0,0,1
14_417,0,0,1
14_418,0,0,1
14_419,0,0,1
14_420,0,0,1
14_421,0,0,1
14_422,0,0,1
14_423,0,0,1
14_424,1,0,0
14_425,0,0,1
14_426,0,0,1
14_427,1,0,0
14_428,0,0,1
14_429,0,0,1
14_430,0,0,1
14_431,0,0,1
14_432,0,0,0
14_433,0,0,1
14_434,0,0,1
14_435,0,0,1
14_436,0,0,1
14_437,1,0,1
14_438,0,0,1
14_439,0,0,1
14_440,0,0,1
14_441,0,0,1
14_442,0,0,1
14_443,0,0,1
14_444,0,0,1
14_445,0,0,1
14_446,0,0,1
14_447,1,0,1
14_448,0,0,1
14_449,0,0,1
14_450,0,0,1
14_451,0,0,1
14_452,0,0,1
14_453,0,0,1
14_454,0,0,0
14_455,0,0,1
14_456,0,0,1
14_457,0,0,1
14_458,0,0,1
14_459,0,0,1
14_460,0,0,1
14_461,0,0,1
14_462,0,0,1
14_463,0,0,1
14_464,0,0,1
14_465,0,0,1
14_466,0,0,1
14_467,0,0,1
14_468,0,0,1
14_469,1,0,0
14_470,0,0,1
14_471,0,0,1
14_472,0,0,1
14_473,1,0,0
14_474,0,0,1
14_475,0,0,0
14_476,0,0,1
14_477,0,0,1
14_478,0,0,0
14_479,0,0,1
14_480,0,0,1
14_481,0,0,1
14_482,0,0,1
14_483,0,0,1
14_484,0,0,1
14_485,1,0,0
14_486,0,0,1
14_487,0,0,1
14_488,0,0,1
14_489,0,0,1
14_490,0,0,1
14_491,0,0,1
14_492,0,0,1
14_493,1,0,0
14_494,0,0,1
14_495,0,0,1
14_496,0,0,1
14_497,0,0,1
14_498,1,0,0
14_499,0,0,1
14_500,0,0,1
14_501,0,0,1
14_502,1,0,0
14_503,0,0,1
14_504,0,0,1
14_505,0,0,1
14_506,0,0,1
14_507,0,0,1
14_508,0,0,1
14_509,1,0,0
14_510,0,0,1
14_511,1,0,0
14_512,0,0,1
14_513,0,0,1
14_514,0,0,1
14_515,0,0,1
14_516,0,0,1
14_517,0,0,1
14_518,0,0,1
14_519,1,0,0
14_520,0,0,1
14_521,0,0,1
14_522,0,0,1
14_523,0,0,1
14_524,0,0,1
14_525,0,0,1
14_526,0,0,1
14_527,0,0,1
14_528,1,0,0
14_529,0,0,1
14_530,0,0,0
14_531,0,0,1
14_532,0,0,1
14_533,0,0,1
14_534,1,0,0
14_535,0,0,1
14_536,0,0,1
14_537,0,0,1
14_538,0,0,1
14_539,0,0,1
14_540,0,0,1
14_541,0,0,1
14_542,0,0,1
14_543,0,0,1
14_544,0,0,1
14_545,0,0,1
14_546,0,0,1
14_547,0,0,1
14_548,0,0,1
14_549,0,0,1
14_550,0,0,1
14_551,0,0,1
14_552,1,0,0
14_553,0,0,1
14_554,0,0,1
14_555,0,0,1
14_556,0,0,1
14_557,0,0,1
14_558,0,0,1
14_559,0,0,1
14_560,0,0,1
14_561,0,0,1
14_562,0,0,1
14_563,1,0,0
14_564,0,0,1
14_565,0,0,1
14_566,1,0,1
14_567,0,0,1
14_568,1,0,0
14_569,0,0,1
14_570,0,0,1
14_571,0,0,1
14_572,0,0,1
14_573,0,0,1
14_574,0,0,1
14_575,0,0,1
14_576,0,0,1
14_577,0,0,1
14_578,0,0,1
14_579,0,0,1
14_580,0,0,1
14_581,1,0,0
14_582,0,0,1
14_583,0,0,1
14_584,0,0,1
14_585,0,0,1
14_586,0,0,1
14_587,0,0,1
14_588,1,0,1
14_589,0,0,1
14_590,0,0,1
14_591,0,0,1
14_592,1,0,0
14_593,0,0,1
14_594,0,0,1
14_595,0,0,1
14_596,0,0,1
14_597,0,0,1
14_598,0,0,1
14_599,0,0,1
14_600,0,0,1
14_601,0,0,1
14_602,0,0,1
14_603,0,0,1
14_604,0,0,0
14_605,0,0,1
14_606,0,0,1
14_607,0,0,1
14_608,0,0,1
14_609,0,0,1
14_610,0,0,1
14_611,0,0,1
14_612,0,0,1
14_613,1,0,0
14_614,0,0,1
14_615,0,0,1
14_616,0,0,1
14_617,0,0,1
14_618,0,0,1
14_619,1,0,0
14_620,0,0,1
14_621,0,0,1
14_622,0,0,1
14_623,0,0,1
14_624,0,0,1
14_625,0,0,1
14_626,0,0,1
14_627,0,0,1
14_628,0,0,1
14_629,0,0,1
14_630,0,0,1
14_631,0,0,1
14_632,0,0,0
14_633,0,0,1
14_634,0,0,1
14_635,0,0,1
14_636,0,0,1
14_637,0,0,1
14_638,0,0,1
14_639,0,0,1
14_640,0,0,1
14_641,0,0,1
14_642,0,0,1
14_643,1,0,1
14_644,0,0,1
14_645,1,0,1
14_646,0,0,1
14_647,0,0,1
14_648,0,0,1
14_649,0,0,1
14_650,0,0,1
14_651,0,0,1
14_652,0,0,1
14_653,0,0,1
14_654,0,0,1
14_655,0,0,1
14_656,0,0,1
14_657,1,0,0
14_658,0,0,1
14_659,1,0,0
14_660,0,0,1
14_661,0,0,1
14_662,0,0,1
14_663,0,0,1
14_664,0,0,1
14_665,0,0,1
14_666,0,0,1
14_667,0,0,1
14_668,0,0,1
14_669,0,0,0
14_670,0,0,1
14_671,0,0,1
14_672,1,0,1
14_673,1,0,1
14_674,0,0,1
14_675,0,0,1
14_676,0,0,1
14_677,0,0,1
14_678,1,0,1
14_679,0,0,1
14_680,0,0,1
14_681,0,0,1
14_682,1,0,0
14_683,1,0,0
14_684,0,0,1
14_685,1,0,0
14_686,1,0,0
14_687,0,0,1
14_688,0,0,1
14_689,0,0,1
14_690,0,0,1
14_691,0,0,1
14_692,0,0,1
14_693,0,0,1
14_694,1,0,0
14_695,0,0,1
14_696,0,0,1
14_697,0,0,1
14_698,0,0,1
14_699,0,0,1
14_700,0,0,1
14_701,0,0,1
14_702,1,0,1
14_703,1,0,0
14_704,0,0,1
14_705,0,0,1
14_706,0,0,1
14_707,0,0,1
14_708,0,0,1
14_709,0,0,1
14_710,0,0,1
14_711,0,0,1
14_712,0,0,1
14_713,0,0,1
14_714,1,0,0
14_715,0,0,1
14_716,0,0,0
14_717,1,0,0
14_718,0,0,1
14_719,0,0,1
14_720,0,0,1
14_721,0,0,1
14_722,0,0,1
14_723,1,0,0
14_724,0,0,1
14_725,0,0,1
14_726,0,0,1
14_727,0,0,1
14_728,0,0,1
14_729,0,0,1
14_730,0,0,1
14_731,1,0,0
14_732,0,0,1
14_733,1,0,0
14_734,0,0,1
14_735,0,0,1
14_736,0,0,1
14_737,0,0,1
14_738,0,0,1
14_739,0,0,1
14_740,0,0,1
14_741,0,0,1
14_742,0,0,1
14_743,1,0,0
14_744,0,0,1
14_745,0,0,1
14_746,0,0,1
14_747,0,0,1
14_748,0,0,1
14_749,0,0,0
14_750,0,0,1
14_751,0,0,1
14_752,0,0,1
14_753,0,0,1
14_754,0,0,1
14_755,0,0,1
14_756,0,0,1
14_757,0,0,1
14_758,0,0,1
14_759,0,0,1
14_760,1,0,0
14_761,0,0,1
14_762,0,0,1
14_763,0,0,1
14_764,0,0,1
14_765,0,0,1
14_766,0,0,1
14_767,0,0,1
14_768,1,0,0
14_769,0,0,1
14_770,1,0,0
14_771,1,0,0
14_772,0,0,1
14_773,1,0,1
14_774,0,0,1
14_775,0,0,0
14_776,0,0,1
14_777,0,0,1
14_778,0,0,1
14_779,0,0,1
14_780,0,0,1
14_781,0,0,1
14_782,0,0,1
14_783,0,0,1
14_784,0,0,1
14_785,0,0,1
14_786,0,0,0
14_787,0,0,1
14_788,0,0,1
14_789,1,0,0
14_790,0,0,1
14_791,0,0,1
14_792,0,0,1
14_793,0,0,1
14_794,0,0,1
14_795,0,0,1
14_796,0,0,1
14_797,0,0,1
14_798,0,0,1
14_799,0,0,1
14_800,0,0,1
14_801,0,0,1
14_802,0,0,1
14_803,0,0,1
14_804,0,0,1
14_805,0,0,1
14_806,0,0,1
14_807,0,0,1
14_808,0,0,1
14_809,0,0,1
14_810,0,0,1
14_811,0,0,1
14_812,0,0,1
14_813,0,0,1
14_814,0,0,1
14_815,0,0,0
14_816,0,0,1
14_817,0,0,1
14_818,0,0,1
14_819,0,0,1
14_820,0,0,1
14_821,0,0,1
14_822,0,0,1
14_823,0,0,1
14_824,0,0,1
14_825,0,0,1
14_826,0,0,1
14_827,1,0,0
14_828,0,0,1
14_829,0,0,1
14_830,0,0,0
14_831,0,0,1
14_832,0,0,1
14_833,0,0,1
14_834,0,0,1
14_835,0,0,1
14_836,0,0,1
14_837,0,0,1
14_838,0,0,1
14_839,1,0,0
14_840,0,0,1
14_841,0,0,1
14_842,0,0,1
14_843,0,0,1
14_844,0,0,1
14_845,0,0,1
14_846,0,0,1
14_847,0,0,1
14_848,0,0,0
14_849,0,0,1
14_850,0,0,1
14_851,1,0,0
14_852,0,0,1
14_853,0,0,1
14_854,0,0,1
14_855,0,0,1
14_856,0,0,1
14_857,0,0,1
14_858,0,0,0
14_859,0,0,1
14_860,0,0,1
14_861,0,0,0
14_862,0,0,1
14_863,0,0,1
14_864,0,0,1
14_865,0,0,1
14_866,0,0,1
14_867,0,0,1
14_868,1,0,0
14_869,0,0,1
14_870,0,0,1
14_871,0,0,1
14_872,0,0,1
14_873,0,0,1
14_874,0,0,1
14_875,0,0,1
14_876,0,0,1
14_877,0,0,1
14_878,0,0,1
14_879,0,0,1
14_880,0,0,1
14_881,0,0,1
14_882,0,0,1
14_883,0,0,1
14_884,0,0,1
14_885,0,0,1
14_886,0,0,1
14_887,1,0,0
14_888,0,0,1
14_889,1,0,0
14_890,0,0,1
14_891,0,0,1
14_892,0,0,1
14_893,0,0,1
14_894,0,0,1
14_895,0,0,1
14_896,0,0,1
14_897,0,0,1
14_898,0,0,1
14_899,0,0,1
14_900,0,0,1
14_901,0,0,1
14_902,0,0,1
14_903,0,0,0
14_904,0,0,1
14_905,0,0,1
14_906,0,0,1
14_907,0,0,0
14_908,0,0,1
14_909,0,0,1
14_910,0,0,1
14_911,0,0,1
14_912,0,0,1
14_913,0,0,1
14_914,0,0,1
14_915,0,0,1
14_916,1,0,0
14_917,0,0,1
14_918,0,0,1
14_919,0,0,0
14_920,0,0,1
14_921,0,0,1
14_922,0,0,1
14_923,0,0,1
14_924,0,0,1
14_925,0,0,1
14_926,0,0,1
14_927,0,0,1
14_928,0,0,1
14_929,0,0,1
14_930,0,0,1
14_931,0,0,1
14_932,0,0,1
14_933,0,0,1
14_934,0,0,0
14_935,0,0,1
14_936,0,0,1
14_937,0,0,1
14_938,0,0,1
14_939,0,0,0
14_940,0,0,1
14_941,0,0,1
14_942,0,0,1
14_943,0,0,1
14_944,0,0,1
14_945,1,0,0
14_946,0,0,1
14_947,0,0,1
14_948,0,0,1
14_949,0,0,1
14_950,1,0,0
14_951,1,0,0
14_952,0,0,1
14_953,0,0,1
14_954,0,0,1
14_955,0,0,1
14_956,0,0,1
14_957,1,0,0
14_958,0,0,1
14_959,0,0,1
14_960,0,0,1
14_961,0,0,1
14_962,0,0,1
14_963,0,0,1
14_964,0,0,1
14_965,0,0,1
14_966,0,0,1
14_967,0,0,1
14_968,0,0,1
14_969,0,0,1
14_970,0,0,1
14_971,0,0,1
14_972,0,0,1
14_973,1,0,0
14_974,0,0,1
14_975,0,0,1
14_976,1,0,0
14_977,0,0,1
14_978,0,0,1
14_979,0,0,1
14_980,0,0,1
14_981,0,0,1
14_982,0,0,1
14_983,0,0,1
14_984,0,0,1
14_985,0,0,1
14_986,0,0,1
14_987,1,0,0
14_988,0,0,1
14_989,1,0,0
14_990,0,0,1
14_991,0,0,1
14_992,0,0,1
14_993,0,0,1
14_994,0,0,1
14_995,0,0,1
14_996,0,0,1
14_997,0,0,1
14_998,0,0,1
14_999,0,0,1
14_1000,0,0,1
14_1001,1,0,0
14_1002,0,0,1
14_1003,0,0,1
14_1004,0,0,1
14_1005,0,0,1
14_1006,0,0,1
14_1007,0,0,1
14_1008,0,0,1
14_1009,1,0,0
14_1010,0,0,1
14_1011,0,0,1
14_1012,0,0,1
14_1013,0,0,1
14_1014,0,0,1
14_1015,0,0,1
14_1016,0,0,1
14_1017,0,0,1
14_1018,0,0,1
14_1019,0,0,1
14_1020,0,0,1
14_1021,0,0,1
14_1022,0,0,1
14_1023,0,0,1
15_0,0,0,1
15_1,0,0,1
15_2,0,0,1
15_3,0,0,1
15_4,0,0,1
15_5,0,0,1
15_6,0,0,1
15_7,0,0,1
15_8,0,0,1
15_9,0,0,1
15_10,0,0,1
15_11,0,0,1
15_12,0,0,1
15_13,1,0,0
15_14,0,0,0
15_15,0,0,1
15_16,0,0,1
15_17,0,0,1
15_18,0,0,1
15_19,0,0,1
15_20,0,0,1
15_21,0,0,1
15_22,1,0,0
15_23,0,0,1
15_24,0,0,1
15_25,0,0,1
15_26,0,0,1
15_27,0,0,1
15_28,0,0,1
15_29,0,0,1
15_30,0,0,1
15_31,0,0,1
15_32,0,0,1
15_33,0,0,1
15_34,0,0,1
15_35,0,0,1
15_36,0,0,1
15_37,0,0,1
15_38,0,0,1
15_39,0,0,0
15_40,0,0,1
15_41,0,0,1
15_42,0,0,1
15_43,0,0,1
15_44,0,0,1
15_45,0,0,1
15_46,0,0,1
15_47,0,0,1
15_48,0,0,1
15_49,0,0,0
15_50,0,0,1
15_51,0,0,1
15_52,0,0,1
15_53,0,0,1
15_54,0,0,1
15_55,1,0,0
15_56,0,0,1
15_57,0,0,1
15_58,0,0,1
15_59,0,0,1
15_60,0,0,1
15_61,0,0,1
15_62,0,0,1
15_63,1,0,1
15_64,0,0,1
15_65,0,0,1
15_66,0,0,1
15_67,0,0,1
15_68,0,0,1
15_69,1,0,1
15_70,0,0,1
15_71,0,0,1
15_72,0,0,1
15_73,0,0,1
15_74,0,0,1
15_75,0,0,1
15_76,0,0,1
15_77,0,0,1
15_78,0,0,1
15_79,0,0,0
15_80,0,0,1
15_81,0,0,1
15_82,0,0,1
15_83,0,0,1
15_84,0,0,1
15_85,0,0,1
15_86,0,0,1
15_87,0,0,1
15_88,0,0,1
15_89,0,0,1
15_90,0,0,1
15_91,0,0,1
15_92,0,0,1
15_93,1,0,0
15_94,0,0,1
15_95,0,0,1
15_96,1,0,0
15_97,0,0,1
15_98,0,0,1
15_99,0,0,1
15_100,0,0,1
15_101,0,0,1
15_102,0,0,1
15_103,0,0,1
15_104,0,0,1
15_105,0,0,1
15_106,0,0,1
15_107,0,0,1
15_108,0,0,1
15_109,0,0,1
15_110,0,0,1
15_111,0,0,1
15_112,0,0,1
15_113,0,0,1
15_114,0,0,1
15_115,0,0,1
15_116,0,0,1
15_117,0,0,1
15_118,0,0,1
15_119,0,0,1
15_120,0,0,1
15_121,0,0,1
15_122,0,0,1
15_123,0,0,1
15_124,0,0,1
15_125,0,0,1
15_126,0,0,1
15_127,0,0,1
15_128,0,0,1
15_129,0,0,1
15_130,0,0,1
15_131,0,0,1
15_132,0,0,1
15_133,0,0,1
15_134,0,0,1
15_135,0,0,1
15_136,0,0,1
15_137,0,0,1
15_138,0,0,1
15_139,0,0,1
15_140,0,0,1
15_141,0,0,1
15_142,0,0,0
15_143,1,0,0
15_144,0,0,1
15_145,0,0,1
15_146,0,0,1
15_147,0,0,1
15_148,0,0,1
15_149,0,0,1
15_150,0,0,1
15_151,0,0,1
15_152,0,0,1
15_153,0,0,1
15_154,0,0,1
15_155,0,0,1
15_156,0,0,1
15_157,1,0,1
15_158,0,0,1
15_159,0,0,1
15_160,0,0,1
15_161,0,0,1
15_162,0,0,1
15_163,1,0,0
15_164,0,0,1
15_165,0,0,1
15_166,1,0,0
15_167,0,0,1
15_168,0,0,1
15_169,0,0,1
15_170,0,0,1
15_171,0,0,1
15_172,0,0,1
15_173,0,0,1
15_174,0,0,1
15_175,1,0,0
15_176,0,0,1
15_177,1,0,0
15_178,0,0,1
15_179,0,0,1
15_180,1,0,0
15_181,0,0,1
15_182,0,0,1
15_183,0,0,1
15_184,0,0,1
15_185,0,0,1
15_186,0,0,1
15_187,0,0,1
15_188,0,0,1
15_189,0,0,1
15_190,0,0,1
15_191,0,0,1
15_192,0,0,1
15_193,0,0,1
15_194,0,0,1
15_195,0,0,1
15_196,1,0,0
15_197,0,0,1
15_198,0,0,1
15_199,0,0,1
15_200,0,0,1
15_201,0,0,1
15_202,1,0,0
15_203,0,0,1
15_204,0,0,1
15_205,0,0,1
15_206,0,0,1
15_207,0,0,1
15_208,0,0,1
15_209,0,0,1
15_210,1,0,0
15_211,0,0,1
15_212,0,0,1
15_213,0,0,1
15_214,0,0,1
15_215,1,0,0
15_216,0,0,1
15_217,1,0,1
15_218,0,0,1
15_219,0,0,1
15_220,0,0,1
15_221,0,0,1
15_222,0,0,1
15_223,0,0,1
15_224,0,0,1
15_225,0,0,1
15_226,1,0,0
15_227,1,0,1
15_228,0,0,1
15_229,0,0,1
15_230,0,0,1
15_231,0,0,1
15_232,0,0,1
15_233,0,0,1
15_234,1,0,0
15_235,0,0,1
15_236,0,0,1
15_237,0,0,1
15_238,1,0,0
15_239,0,0,1
15_240,0,0,1
15_241,0,0,1
15_242,0,0,1
15_243,1,0,1
15_244,0,0,1
15_245,0,0,1
15_246,1,0,1
15_247,0,0,1
15_248,0,0,1
15_249,0,0,1
15_250,1,0,0
15_251,0,0,1
15_252,0,0,1
15_253,0,0,1
15_254,0,0,1
15_255,1,0,0
15_256,0,0,1
15_257,0,0,1
15_258,1,0,0
15_259,0,0,1
15_260,0,0,1
15_261,1,0,0
15_262,0,0,1
15_263,0,0,1
15_264,0,0,1
15_265,0,0,1
15_266,0,0,1
15_267,0,0,1
15_268,0,0,1
15_269,0,0,1
15_270,0,0,1
15_271,0,0,1
15_272,1,0,0
15_273,1,0,0
15_274,0,0,1
15_275,0,0,1
15_276,0,0,1
15_277,0,0,1
15_278,1,0,0
15_279,0,0,1
15_280,0,0,1
15_281,0,0,1
15_282,0,0,1
15_283,0,0,1
15_284,0,0,1
15_285,0,0,1
15_286,0,0,1
15_287,0,0,1
15_288,0,0,1
15_289,0,0,1
15_290,0,0,1
15_291,0,0,1
15_292,0,0,1
15_293,0,0,1
15_294,0,0,1
15_295,1,0,0
15_296,0,0,1
15_297,0,0,1
15_298,0,0,1
15_299,0,0,1
15_300,0,0,1
15_301,0,0,1
15_302,0,0,1
15_303,0,0,1
15_304,0,0,1
15_305,0,0,1
15_306,0,0,1
15_307,0,0,1
15_308,0,0,1
15_309,0,0,1
15_310,0,0,1
15_311,0,0,1
15_312,0,0,1
15_313,0,0,1
15_314,0,0,1
15_315,0,0,1
15_316,0,0,1
15_317,0,0,1
15_318,0,0,1
15_319,0,0,1
15_320,0,0,1
15_321,0,0,1
15_322,0,0,1
15_323,0,0,1
15_324,0,0,1
15_325,0,0,1
15_326,0,0,1
15_327,0,0,1
15_328,0,0,1
15_329,0,0,1
15_330,0,0,1
15_331,0,0,1
15_332,0,0,1
15_333,0,0,1
15_334,0,0,1
15_335,0,0,1
15_336,0,0,1
15_337,0,0,1
15_338,0,0,1
15_339,0,0,1
15_340,0,0,1
15_341,0,0,1
15_342,0,0,1
15_343,0,0,1
15_344,0,0,1
15_345,0,0,1
15_346,0,0,1
15_347,0,0,1
15_348,1,0,0
15_349,0,0,1
15_350,0,0,1
15_351,0,0,1
15_352,0,0,1
15_353,0,0,1
15_354,0,0,1
15_355,0,0,1
15_356,0,0,1
15_357,1,0,0
15_358,0,0,1
15_359,0,0,1
15_360,0,0,1
15_361,0,0,1
15_362,0,0,1
15_363,0,0,1
15_364,0,0,1
15_365,0,0,1
15_366,0,0,1
15_367,0,0,1
15_368,0,0,1
15_369,0,0,1
15_370,0,0,1
15_371,0,0,1
15_372,0,0,1
15_373,0,0,1
15_374,0,0,1
15_375,0,0,1
15_376,0,0,1
15_377,0,0,1
15_378,0,0,1
15_379,0,0,1
15_380,0,0,1
15_381,0,0,1
15_382,0,0,1
15_383,0,0,1
15_384,0,0,1
15_385,0,0,1
15_386,1,0,0
15_387,0,0,1
15_388,0,0,1
15_389,0,0,1
15_390,0,0,1
15_391,0,0,1
15_392,0,0,1
15_393,0,0,1
15_394,0,0,1
15_395,0,0,1
15_396,0,0,1
15_397,0,0,1
15_398,0,0,1
15_399,0,0,1
15_400,0,0,1
15_401,0,0,1
15_402,0,0,1
15_403,0,0,1
