sample_index,time_ms,subject_group,subject_group_name,activity_group,activity_code,activity_name,activity_name_th,trial_id,ax_mps2,ay_mps2,az_mps2,gx_rad_s,gy_rad_s,gz_rad_s,paper_ax_mg,paper_ay_mg,paper_az_mg,paper_gx_deg_s,paper_gy_deg_s,paper_gz_deg_s
172,17200,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.057830,0.002310,9.808990,-0.004470,-0.000230,0.787010,6,0,1000,0,0,45
173,17300,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.013990,0.026320,9.816550,-0.000010,-0.006170,0.794960,1,3,1001,0,0,46
174,17400,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.030290,-0.010650,9.818740,-0.004730,-0.000550,0.797110,-3,-1,1001,0,0,46
175,17500,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.004560,0.023190,9.812230,0.000580,0.006580,0.797630,0,2,1001,0,0,46
176,17600,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.016920,-0.028700,9.864730,-0.001400,0.002600,0.796120,-2,-3,1006,0,0,46
177,17700,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.023230,-0.015600,9.768450,0.004460,-0.000590,0.794700,-2,-2,996,0,0,46
178,17800,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.039220,0.020120,9.784900,-0.000830,-0.005130,0.790420,-4,2,998,0,0,45
179,17900,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.019360,-0.008660,9.801590,0.001890,-0.001190,0.793270,2,-1,999,0,0,45
180,18000,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.002400,0.024890,9.798090,0.000610,0.000750,0.797330,0,3,999,0,0,46
181,18100,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.011920,-0.030900,9.775440,-0.000120,-0.001470,0.788190,1,-3,997,0,0,45
182,18200,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.015350,0.022870,9.759410,0.001150,-0.000930,0.797380,-2,2,995,0,0,46
183,18300,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.049120,0.013420,9.805110,0.000540,0.001870,0.798980,-5,1,1000,0,0,46
184,18400,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.012490,0.016160,9.770640,0.002570,-0.005040,0.790970,1,2,996,0,0,45
185,18500,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.013380,0.041240,9.839130,0.000980,0.003370,0.790670,1,4,1003,0,0,45
186,18600,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.021280,-0.001370,9.919650,-0.000820,-0.003740,0.001560,-2,0,1012,0,0,0
187,18700,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.261960,-0.078080,10.272090,-0.000740,-0.000680,0.002340,27,-8,1047,0,0,0
188,18800,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.191150,0.005320,10.228720,-0.001400,-0.004770,0.007660,19,1,1043,0,0,0
189,18900,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.052830,0.062300,9.928970,0.000100,0.000180,0.008010,5,6,1012,0,0,0
190,19000,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.125470,0.003700,10.332430,-0.004640,0.000270,0.006740,-13,0,1054,0,0,0
191,19100,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.161360,-0.036920,10.188070,0.001530,-0.002710,0.009070,-16,-4,1039,0,0,1
192,19200,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.062340,0.013640,10.088100,-0.001930,0.000020,0.004930,6,1,1029,0,0,0
193,19300,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.187180,0.014590,10.283810,0.001290,-0.005470,0.003500,19,1,1049,0,0,0
194,19400,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.128270,-0.066330,10.139620,0.007180,0.004320,0.008680,13,-7,1034,0,0,0
195,19500,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.113280,-0.007130,10.240500,-0.003910,-0.000030,0.008180,-12,-1,1044,0,0,0
196,19600,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.215890,-0.047780,10.365230,0.000190,-0.006690,0.003750,-22,-5,1057,0,0,0
197,19700,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.079180,-0.010770,9.972530,0.003250,-0.004910,0.005880,-8,-1,1017,0,0,0
198,19800,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.129750,-0.063890,10.266100,-0.001820,-0.000990,-0.002090,13,-7,1047,0,0,0
199,19900,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.200640,0.001970,10.340170,-0.001980,0.005910,0.007290,20,0,1054,0,0,0
200,20000,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.019280,0.016800,9.841320,-0.002250,0.004310,0.007890,-2,2,1004,0,0,0
201,20100,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.150740,0.040490,10.433800,-0.000250,-0.001840,0.007800,-15,4,1064,0,0,0
202,20200,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.158440,-0.085810,10.329270,0.001810,-0.006250,0.003570,-16,-9,1053,0,0,0
203,20300,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.060250,-0.012310,9.928660,0.001070,0.003820,0.009950,6,-1,1012,0,0,1
204,20400,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.205000,0.015670,10.275910,-0.005660,-0.000020,0.003850,21,2,1048,0,0,0
205,20500,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.122620,-0.032390,10.102400,-0.000500,-0.008720,0.001270,13,-3,1030,0,0,0
206,20600,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.074110,-0.000240,10.022680,0.000860,0.006340,0.011030,-8,0,1022,0,0,1
207,20700,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.246810,-0.024140,10.265870,-0.002450,-0.005180,0.002680,-25,-2,1047,0,0,0
208,20800,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.063730,-0.012570,9.996100,-0.006110,0.003380,0.004710,-6,-1,1019,0,0,0
209,20900,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.082040,-0.000020,10.238990,-0.005360,0.001550,0.000950,8,0,1044,0,0,0
210,21000,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.222560,0.023030,10.319580,-0.003920,-0.005730,0.002450,23,2,1052,0,0,0
211,21100,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.054940,0.011010,9.876720,-0.002280,-0.000640,0.007890,6,1,1007,0,0,0
212,21200,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.262030,-0.018330,10.271600,-0.004450,-0.002250,0.005020,-27,-2,1047,0,0,0
213,21300,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.215780,-0.048190,10.202260,-0.004070,-0.000560,0.008600,-22,-5,1040,0,0,0
214,21400,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.016250,-0.016010,9.833200,0.000160,-0.002040,0.009730,2,-2,1003,0,0,1
215,21500,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.186560,0.030030,10.347030,-0.000530,0.000390,0.002360,19,3,1055,0,0,0
216,21600,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.157370,-0.011910,10.142360,-0.000270,0.002840,0.005490,16,-1,1034,0,0,0
217,21700,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.168350,-0.027710,10.006520,0.001270,-0.003780,0.006500,-17,-3,1020,0,0,0
218,21800,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.179150,0.012120,10.269120,-0.002990,-0.003360,0.003350,-18,1,1047,0,0,0
219,21900,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.107230,0.036380,10.064460,-0.004760,-0.005660,0.007820,-11,4,1026,0,0,0
220,22000,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.076440,-0.013870,10.193890,0.005350,0.005360,0.001230,8,-1,1039,0,0,0
221,22100,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.258170,-0.004250,10.398540,-0.000090,0.004210,0.006120,26,0,1060,0,0,0
222,22200,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.052440,-0.005730,9.906780,0.000110,0.003390,0.001800,5,-1,1010,0,0,0
223,22300,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.148680,-0.038180,10.178050,-0.005970,0.006990,0.006840,-15,-4,1038,0,0,0
224,22400,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.191830,0.040880,10.211730,0.000470,-0.002150,0.008770,-20,4,1041,0,0,1
225,22500,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.049410,0.006050,9.810710,0.005580,-0.001740,0.006000,-5,1,1000,0,0,0
226,22600,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.199470,0.018210,10.336160,0.000610,-0.003640,0.010970,20,2,1054,0,0,1
227,22700,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.225020,0.006280,10.204500,0.004240,-0.003460,0.007160,23,1,1041,0,0,0
228,22800,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.108030,0.055380,9.892320,0.001400,-0.002250,0.004270,-11,6,1009,0,0,0
229,22900,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.273180,0.031170,10.313390,-0.001060,0.000220,0.008180,-28,3,1052,0,0,0
230,23000,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.116950,0.028640,10.179090,-0.004980,0.000060,0.006300,-12,3,1038,0,0,0
231,23100,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.037800,0.007710,9.780830,-0.006610,-0.002950,0.008950,-4,1,997,0,0,1
232,23200,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.002910,-0.004730,9.804550,-0.004680,-0.003850,0.009260,0,0,1000,0,0,1
233,23300,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.034470,-0.002300,9.816300,-0.000630,-0.001110,0.000510,-4,0,1001,0,0,0
234,23400,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.050660,-0.036170,9.815840,0.000350,-0.002730,0.002150,5,-4,1001,0,0,0
235,23500,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.011580,-0.022130,9.824320,-0.003590,-0.003180,0.005920,1,-2,1002,0,0,0
236,23600,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.003290,0.007010,9.784040,-0.001380,0.003080,-2.355050,0,1,998,0,0,-135
237,23700,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.046530,0.011960,9.838350,-0.003310,0.003220,-2.349160,5,1,1003,0,0,-135
238,23800,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.000760,-0.034090,9.782270,0.002130,-0.008510,-2.354420,0,-3,998,0,0,-135
239,23900,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.026830,-0.032380,9.776870,-0.004970,-0.003440,-2.348810,-3,-3,997,0,0,-135
240,24000,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.043260,-0.049110,9.823310,0.002030,0.001500,-2.343480,4,-5,1002,0,0,-134
241,24100,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.011920,0.037580,9.787480,-0.005050,0.005460,-2.349020,1,4,998,0,0,-135
242,24200,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.010090,0.029740,9.796720,0.003860,-0.005860,-2.357440,-1,3,999,0,0,-135
243,24300,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.013070,0.040150,9.847160,-0.007980,-0.004080,-2.350830,1,4,1004,0,0,-135
244,24400,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.001670,-0.030490,9.836160,0.010400,-0.004290,-2.354270,0,-3,1003,1,0,-135
245,24500,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.004750,0.034580,9.835810,0.000540,0.002230,-2.349800,0,4,1003,0,0,-135
246,24600,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.000290,-0.006180,9.796020,0.001680,-0.000360,-2.348760,0,-1,999,0,0,-135
247,24700,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.011520,0.047530,9.815330,0.000320,0.006500,-2.349700,-1,5,1001,0,0,-135
248,24800,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.008890,0.007130,9.763100,0.003980,-0.005100,-2.345340,1,1,996,0,0,-134
249,24900,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.021330,-0.008440,9.777750,0.002790,-0.001260,-2.344000,2,-1,997,0,0,-134
250,25000,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.010600,0.005150,9.810370,-0.004310,-0.005990,-2.347170,-1,1,1000,0,0,-134
251,25100,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.012430,-0.002330,9.792070,0.002960,-0.003540,-2.346630,1,0,999,0,0,-134
252,25200,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.010530,-0.028730,9.795370,-0.000990,-0.002010,-2.349080,1,-3,999,0,0,-135
253,25300,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.027250,-0.025940,9.776600,-0.003440,0.001950,-2.348020,-3,-3,997,0,0,-135
254,25400,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.070370,0.008380,9.772110,-0.000370,0.001360,-2.344040,-7,1,996,0,0,-134
255,25500,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.007620,0.012600,9.786170,-0.008670,-0.006800,-2.347540,-1,1,998,0,0,-135
256,25600,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.047310,-0.111580,10.124320,0.002970,-0.002510,0.003840,-5,-11,1032,0,0,0
257,25700,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.049790,-0.141920,10.303790,-0.000050,0.000230,0.005660,-5,-14,1051,0,0,0
258,25800,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.041780,-0.136580,9.964820,0.000890,-0.000760,0.009650,4,-14,1016,0,0,1
259,25900,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.063330,0.171910,10.138250,-0.001170,0.007720,0.008130,-6,18,1034,0,0,0
260,26000,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.056910,0.221840,10.309280,0.004370,0.002590,0.006780,-6,23,1051,0,0,0
261,26100,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.025580,0.025170,9.763080,0.000550,0.005440,0.004030,-3,3,996,0,0,0
262,26200,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.040220,-0.160600,10.311300,0.000050,-0.007080,0.004340,-4,-16,1051,0,0,0
263,26300,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.004290,-0.144920,10.193760,0.000570,0.005240,0.012640,0,-15,1039,0,0,1
264,26400,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.050200,-0.020020,9.871140,-0.002190,-0.001380,0.006900,-5,-2,1007,0,0,0
265,26500,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.023610,0.178720,10.287840,-0.003730,-0.001600,0.003740,2,18,1049,0,0,0
266,26600,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.002450,0.268480,10.233830,-0.001330,0.001350,0.001270,0,27,1044,0,0,0
267,26700,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.052130,-0.043630,10.068510,-0.002720,0.004010,0.007040,-5,-4,1027,0,0,0
268,26800,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.001350,-0.119540,10.352870,-0.005160,0.000440,0.005490,0,-12,1056,0,0,0
269,26900,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.069340,-0.182860,10.129250,0.000800,-0.007350,0.008980,7,-19,1033,0,0,1
270,27000,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.006970,0.143600,10.141180,0.000700,0.001520,0.010850,-1,15,1034,0,0,1
271,27100,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.016090,0.226910,10.310060,0.008300,-0.002860,0.010970,2,23,1051,0,0,1
272,27200,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.021190,0.033580,9.961970,0.002980,-0.000780,0.000740,2,3,1016,0,0,0
273,27300,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.022550,-0.096780,10.213660,-0.003420,0.002710,0.011580,-2,-10,1042,0,0,1
274,27400,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.087640,-0.152680,10.305810,0.002990,0.000740,0.000840,9,-16,1051,0,0,0
275,27500,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.069220,0.062920,9.756240,0.006720,0.002050,0.004550,7,6,995,0,0,0
276,27600,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.055850,0.194460,10.306110,0.004120,0.005300,0.011580,-6,20,1051,0,0,1
277,27700,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.022350,0.137950,10.297560,0.000090,-0.001890,0.004620,-2,14,1050,0,0,0
278,27800,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.027570,-0.017160,9.987070,0.001450,0.002570,0.009740,3,-2,1018,0,0,1
279,27900,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.047130,-0.133080,10.356550,0.000370,0.001020,0.008540,5,-14,1056,0,0,0
280,28000,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.012390,-0.044060,10.092820,0.001680,-0.001410,0.004290,-1,-4,1029,0,0,0
281,28100,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.005880,0.165650,10.033380,-0.003040,-0.003170,0.002020,1,17,1023,0,0,0
282,28200,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.062910,0.143900,10.368810,0.001770,0.002210,0.011930,6,15,1057,0,0,1
283,28300,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.022070,0.052510,10.003270,0.002170,-0.002290,0.004020,2,5,1020,0,0,0
284,28400,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.012250,-0.147030,10.281310,-0.001230,0.002090,0.002510,1,-15,1048,0,0,0
285,28500,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.001980,-0.174050,10.319010,0.001360,-0.000180,0.010700,0,-18,1052,0,0,1
286,28600,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.036410,-0.014050,9.934210,-0.000700,0.003010,0.007140,-4,-1,1013,0,0,0
287,28700,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.036330,0.310160,10.264410,0.001620,-0.000820,0.003910,4,32,1047,0,0,0
288,28800,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.082540,0.229120,10.302830,-0.003000,0.010680,0.013220,8,23,1051,0,1,1
289,28900,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.007290,-0.036950,9.902050,0.007560,0.000090,0.003470,1,-4,1010,0,0,0
290,29000,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.004260,-0.271200,10.376700,0.001030,0.005100,0.007630,0,-28,1058,0,0,0
291,29100,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.019230,-0.128830,10.108300,0.000530,0.001540,0.010670,2,-13,1031,0,0,1
292,29200,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.028600,0.041640,10.013600,0.001500,0.005300,0.004080,3,4,1021,0,0,0
293,29300,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.070520,0.176280,10.342180,0.005950,0.002610,0.000640,-7,18,1055,0,0,0
294,29400,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.034910,0.164950,10.106060,-0.003920,0.006610,0.009070,4,17,1031,0,0,1
295,29500,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.035070,-0.030150,10.143920,-0.008020,0.001190,0.005740,-4,-3,1034,0,0,0
296,29600,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.025530,-0.177680,10.308590,0.001990,0.003300,0.005680,3,-18,1051,0,0,0
297,29700,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.002170,-0.092860,9.940030,-0.002020,-0.000200,0.004370,0,-9,1014,0,0,0
298,29800,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.071850,0.177460,10.200870,-0.000950,-0.003800,0.006010,-7,18,1040,0,0,0
299,29900,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.014220,0.250190,10.218700,-0.004800,0.000160,0.001120,-1,26,1042,0,0,0
300,30000,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.009460,0.103800,9.826960,0.000420,0.002500,0.008430,-1,11,1002,0,0,0
301,30100,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.018260,-0.176920,10.296380,0.005090,0.003530,0.006260,2,-18,1050,0,0,0
302,30200,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.007110,-0.196640,10.195460,-0.006170,-0.000890,0.012440,1,-20,1040,0,0,1
303,30300,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.019680,0.055480,9.887890,0.000190,-0.000380,0.008010,2,6,1008,0,0,0
304,30400,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.009100,0.010880,9.797030,-0.005950,-0.002930,0.009840,1,1,999,0,0,1
305,30500,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.023990,0.020160,9.829580,-0.004130,-0.007550,0.011810,-2,2,1002,0,0,1
306,30600,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.026890,-0.016350,9.837610,0.007180,-0.000850,0.012270,-3,-2,1003,0,0,1
307,30700,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.034180,0.011960,9.877570,-0.002440,0.000020,0.010190,3,1,1007,0,0,1
308,30800,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.021150,0.028980,9.823470,-0.000820,-0.000020,0.012770,-2,3,1002,0,0,1
309,30900,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.039200,-0.016400,9.832670,-0.007740,0.000790,0.005300,4,-2,1003,0,0,0
310,31000,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.018320,-0.005500,9.847100,0.004960,-0.002550,0.005980,-2,-1,1004,0,0,0
311,31100,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,0.023530,-0.007510,9.795220,0.005430,0.003910,0.009690,2,-1,999,0,0,1
312,31200,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.009820,-0.036240,9.817760,0.001230,0.001650,0.008260,-1,-4,1001,0,0,0
313,31300,SE,elderly,adl,D04,normal_walk,เดินปกติ,01,-0.005340,0.021760,9.842120,0.002640,0.002930,0.001360,-1,2,1004,0,0,0
